Date,AAPL,AXP,BA,CAT,CSCO,DIS,GS,HD,IBM,JPM,KO,MCD,MRK,UNH,WBA
09/12/16,113.949997,74.769997,156.490005,95.529999,30.059999,104.860001,241.850006,133.389999,166.520004,85.489998,42,121.260002,61.23,160.119995,86.389999
12/12/16,113.300003,73.580002,157.160004,95.080002,30.17,104.059998,237.169998,134.580002,165.5,84.730003,41.900002,121.739998,61.720001,159.490005,86.639999
13/12/16,115.190002,73.839996,156.660004,96.019997,30.59,103.849998,238.550003,136.539993,168.289993,84.760002,41.759998,122.68,61.790001,160.539993,87.730003
14/12/16,115.190002,74.07,154.470001,93.739998,30.459999,104.050003,239.929993,135.979996,168.509995,84.730003,41.209999,122.839996,61.799999,159.860001,85.739998
15/12/16,115.82,74.940002,153.770004,94.529999,30.629999,104.389999,243,135.839996,168.020004,86,41.549999,122.360001,62.369999,160.619995,85.720001
16/12/16,115.970001,75,154.5,92.580002,30.59,103.910004,238.899994,135.110001,166.729996,84.940002,41.740002,123.239998,62.439999,163.940002,86.080002
19/12/16,116.639999,74.550003,156.179993,92.709999,30.75,105.300003,239.070007,135.440002,166.679993,85.43,41.669998,122.989998,61.139999,161.539993,86.059998
20/12/16,116.949997,75.059998,156.389999,94.339996,30.559999,105.459999,243.089996,137.110001,167.600006,86.529999,41.66,123.330002,60.5,161.589996,86.279999
21/12/16,117.059998,75.32,157.479996,93.82,30.42,105.559998,241.440002,136.830002,167.330002,86.75,41.57,123.18,59.43,161.330002,85.849998
22/12/16,116.290001,74.580002,157.460007,94.120003,30.459999,105.419998,240.119995,135.429993,167.059998,86.889999,41.549999,123.720001,59.580002,161.580002,84.269997
23/12/16,116.519997,74.970001,157.809998,94.32,30.530001,105.150002,240.970001,135.050003,166.710007,87.050003,41.599998,123.139999,59.560001,163.029999,84.279999
27/12/16,117.260002,74.980003,157.479996,94.550003,30.68,105.169998,241.559998,135.259995,167.139999,87.129997,41.610001,123.07,59.790001,162.639999,84.489998
28/12/16,116.760002,74.370003,156.100006,93.150002,30.42,104.300003,240.649994,135.070007,166.190002,86.5,41.389999,122.68,59.27,161.440002,83.589996
29/12/16,116.730003,73.919998,155.690002,93.290001,30.459999,104.559998,238.179993,135.100006,166.600006,85.889999,41.599998,122.790001,59.040001,161.039993,83.480003
30/12/16,115.82,74.080002,155.679993,92.739998,30.219999,104.220001,239.449997,134.080002,165.990005,86.290001,41.459999,121.720001,58.869999,160.039993,82.760002
03/01/17,116.150002,75.349998,156.970001,93.989998,30.540001,106.080002,241.570007,134.309998,167.190002,87.230003,41.799999,119.620003,60.150002,161.449997,82.959999
04/01/17,116.019997,76.260002,158.619995,93.57,30.1,107.440002,243.130005,135.5,169.259995,86.910004,41.650002,119.480003,60.130001,161.910004,82.980003
05/01/17,116.610001,75.32,158.710007,93,30.17,107.379997,241.320007,133.899994,168.699997,86.110001,41.75,119.699997,60.110001,162.179993,83.029999
06/01/17,117.910004,75.470001,159.100006,93.040001,30.23,108.980003,244.899994,133.529999,169.529999,86.120003,41.740002,120.760002,60.27,162.410004,83.099998
09/01/17,118.989998,75.860001,158.320007,92.370003,30.18,108.360001,242.889999,134.309998,167.649994,86.18,41.32,120.43,61.099998,161.949997,82.550003
10/01/17,119.110001,76.650002,159.070007,93.830002,30.379999,108.379997,242.570007,136.100006,165.520004,86.43,41.040001,120.25,59.919998,161.580002,82.669998
11/01/17,119.75,76.910004,159.399994,94.650002,30.15,109.440002,245.759995,135.699997,167.75,87.080002,41.049999,120.879997,61.630001,161.889999,84.43
12/01/17,119.25,76.879997,158.289993,93.989998,30.040001,107.529999,243.839996,135.070007,167.949997,86.239998,40.950001,122.099998,62.209999,162.360001,83.919998
13/01/17,119.040001,76.620003,158.830002,94.480003,30.07,108.059998,244.300003,135.039993,167.339996,86.699997,40.880001,121.5,62.34,161.800003,83.82
17/01/17,120,76.599998,157.669998,93.57,29.99,107.970001,235.740005,135.929993,167.889999,83.550003,41.220001,122.75,61.48,160.660004,84.220001
18/01/17,119.989998,77.489998,158.320007,93.330002,30.030001,108.160004,234.289993,136.160004,166.800003,83.940002,41.290001,122.709999,61.169998,157.740005,84.120003
19/01/17,119.779999,76.690002,159,93.379997,29.98,107.279999,231.410004,135.389999,166.809998,83.300003,41.139999,122.18,60.330002,158.699997,83.489998
20/01/17,120,76.199997,159.529999,94.580002,30.1,107.660004,232.199997,135.600006,170.550003,83.669998,41.32,122.260002,62.529999,158.660004,81.720001
23/01/17,120.080002,75.970001,157.839996,94.459999,30.27,107.120003,232.669998,138.070007,171.029999,83.709999,41.43,121.379997,61.810001,159.070007,81.550003
24/01/17,119.970001,77.43,160.550003,96.239998,30.6,107.900002,233.679993,138.059998,175.899994,84.720001,41.900002,121.050003,61.209999,160.429993,81.230003
25/01/17,121.879997,76.889999,167.360001,98.150002,30.700001,108.040001,237.25,137.479996,178.289993,86.029999,42.119999,121.790001,61.080002,161.240005,82.029999
26/01/17,121.940002,76.93,169.119995,97.220001,30.74,108.059998,239.580002,138.460007,178.660004,86.75,41.810001,121.879997,61.200001,162.75,81.269997
27/01/17,121.949997,76.849998,167.699997,98.989998,30.98,109.300003,236.949997,138.330002,177.300003,86.93,41.450001,122.860001,61.75,162.990005,81.5
30/01/17,121.629997,77.279999,165.570007,96.790001,30.83,110.940002,233.899994,138.470001,175.800003,86.029999,41.380001,123.019997,61.43,162.089996,81.480003
31/01/17,121.349998,76.379997,163.419998,95.660004,30.719999,110.650002,229.320007,137.580002,174.520004,84.629997,41.57,122.57,61.990002,162.100006,81.940002
01/02/17,128.75,76.760002,163.970001,95.110001,30.5,111.300003,230.669998,137.440002,174.289993,84.949997,41.259998,122.419998,62.099998,162.710007,81.040001
02/02/17,128.529999,76.510002,162.259995,93.769997,31.18,110.610001,230.410004,136.949997,174.580002,84.589996,41.400002,123.220001,64.18,160.759995,80.589996
03/02/17,129.080002,78.040001,162.399994,93.279999,31.32,110.300003,240.949997,137.979996,175.820007,87.18,41.540001,124.239998,64.290001,161.869995,80.470001
06/02/17,130.289993,77.82,163.979996,92.870003,31.299999,109.57,239.979996,136.490005,175.860001,86.769997,41.560001,124.449997,64.940002,160.509995,80.800003
07/02/17,131.529999,77.720001,166.5,93.309998,31.450001,109,239.619995,136.649994,178.460007,86.720001,41.900002,124.589996,64.199997,160.529999,81.43
08/02/17,132.039993,77.800003,163.809998,92.910004,31.27,109,237.729996,137.880005,176.169998,85.959999,42.02,124.669998,64.32,160.309998,81.529999
09/02/17,132.419998,78.18,164.279999,93.959999,31.5,109.489998,241.550003,138.710007,177.210007,87.199997,41.25,124.480003,64.389999,160.440002,82.379997
10/02/17,132.119995,78.480003,166.229996,96.309998,31.51,109.260002,242.720001,139.850006,178.679993,87,40.580002,125.82,64.150002,160.75,83.309998
13/02/17,133.289993,78.910004,168.029999,98.5,31.969999,109.650002,246.270004,139.869995,179.360001,88.150002,40.619999,125.540001,64.769997,161.990005,83.43
14/02/17,135.020004,79.410004,168.5,98.089996,32.310001,110.330002,249.460007,141.360001,180.130005,89.559998,40.529999,125.809998,65.660004,163.130005,83.790001
15/02/17,135.509995,79.599998,169.300003,99.019997,32.82,110.18,250.539993,142.190002,181.679993,90.589996,40.439999,126.480003,65.160004,164.289993,84.25
16/02/17,135.350006,79.510002,170.809998,98.260002,33.599998,110.709999,249.440002,141.539993,181.429993,90.529999,41.200001,126.699997,65.260002,163.649994,85.650002
17/02/17,135.720001,79.709999,172.710007,98.849998,33.740002,110.059998,250.380005,143,180.669998,90.230003,41.23,127.800003,65.389999,157.619995,85.860001
21/02/17,136.699997,79.970001,175.559998,98.099998,34.130001,110.010002,251.759995,145.020004,180.259995,91.010002,41.459999,128.039993,65.480003,160.570007,86.410004
22/02/17,137.110001,79.860001,175.360001,98.199997,34.09,110.120003,251.729996,145.25,181.149994,91.059998,41.599998,127.849998,65.290001,160.570007,86.290001
23/02/17,136.529999,80.050003,176.860001,95.550003,34.040001,109.730003,251.190002,144.710007,181.649994,91.129997,41.66,128.270004,65.849998,162.600006,86.989998
24/02/17,136.660004,79.760002,177.440002,95.480003,34.32,110.32,247.350006,145.949997,181.350006,90.330002,41.779999,128.649994,66.160004,163.059998,87.610001
27/02/17,136.929993,80.169998,179.429993,97.440002,34.259998,110.230003,249.330002,145.300003,179.399994,90.43,41.669998,126.989998,65.849998,165.380005,87.220001
28/02/17,136.990005,80.059998,180.229996,96.660004,34.18,110.089996,248.059998,144.910004,179.820007,90.620003,41.959999,127.650002,65.870003,165.380005,86.379997
01/03/17,139.789993,81.919998,183.910004,98.580002,34.439999,111.040001,252.710007,146.679993,181.949997,93.599998,42.16,129.050003,66.209999,167.940002,86.769997
02/03/17,138.960007,80.099998,182.990005,94.360001,34.389999,110.589996,251.059998,147.949997,180.529999,92.139999,42.470001,128.229996,66.080002,167.309998,86.739998
03/03/17,139.779999,79.879997,182.179993,95.120003,34.290001,111.239998,252.889999,147.809998,180.050003,92.800003,42.48,127.900002,66.580002,168.199997,85.889999
06/03/17,139.339996,79.5,180.929993,95.660004,34.189999,110.669998,252.009995,147.130005,180.470001,91.919998,42.18,128.029999,66.470001,168.699997,85.879997
07/03/17,139.520004,79.580002,182.020004,95.93,34.200001,110.860001,250.899994,146.020004,180.380005,91.410004,41.990002,128.070007,65.959999,168.300003,85.989998
08/03/17,139,79.040001,181.740005,93.230003,34.02,110.839996,250.240005,146.919998,179.449997,91.209999,41.990002,128.089996,65.800003,167.910004,85.160004
09/03/17,138.679993,79.300003,180.570007,91.389999,34.07,111.029999,250.179993,146.619995,177.179993,91.57,42.029999,128.139999,65.889999,168.009995,85.309998
10/03/17,139.139999,79.379997,178.699997,92.309998,34.259998,110.919998,248.380005,146.850006,177.830002,91.279999,42.290001,127.980003,65.599998,169.979996,85.629997
13/03/17,139.199997,79.209999,179.050003,92.639999,34.099998,111.519997,248.160004,147.429993,176.460007,91.360001,42.029999,127.610001,64.150002,170.210007,85.610001
14/03/17,138.990005,79.690002,178.729996,91.860001,34.119999,112.309998,247.720001,147.160004,175.720001,91.510002,41.970001,127.800003,64.199997,169.059998,85.400002
15/03/17,140.460007,79.230003,178.710007,93.360001,34.240002,111.870003,246.779999,147.949997,175.809998,91.730003,42.119999,127.879997,64.699997,171.779999,85.800003
16/03/17,140.690002,79.769997,178.190002,92.849998,34.23,111.709999,248.220001,148.729996,177.240005,91.639999,42.25,127.980003,64.18,171.300003,85.669998
17/03/17,139.990005,79.25,180.100006,92.910004,34.23,111.760002,243.940002,149.600006,175.649994,90.68,42.029999,128.639999,63.900002,169.699997,85.910004
20/03/17,141.460007,78.849998,179.389999,95.400002,34.279999,112.709999,242.139999,147.800003,175.699997,90.029999,42.18,128.779999,64.110001,168,84.629997
21/03/17,139.839996,77.529999,175.960007,92.43,33.880001,111.75,233,146.610001,173.880005,87.389999,42.5,128.520004,63.91,167.699997,83.209999
22/03/17,141.419998,77.669998,176.979996,92.43,34.099998,112.080002,231.070007,147.360001,174.779999,87.529999,42.380001,129.100006,63.5,167.029999,83.029999
23/03/17,140.919998,77.839996,177.259995,92.230003,33.959999,112.239998,231.899994,147.990005,174.820007,87.389999,42.169998,129,63.279999,165.289993,82.980003
24/03/17,140.639999,78.199997,175.820007,92.150002,34.080002,112.139999,228.410004,147.710007,173.830002,87.290001,42.119999,129.339996,63.18,165,82.970001
27/03/17,140.880005,77.599998,176.100006,91.510002,33.990002,112.379997,225.479996,146.869995,173.770004,87.239998,42.32,129.490005,63.189999,164.600006,83.559998
28/03/17,143.800003,78.639999,177.360001,92.949997,34.02,113.050003,229.330002,147.199997,174.509995,88.599998,42.43,129.449997,63.34,165.350006,83.739998
29/03/17,144.119995,78.25,177.630005,92.860001,33.740002,112.529999,228.449997,147.039993,173.940002,88.269997,42.419998,128.839996,63.639999,163.440002,83.769997
30/03/17,143.929993,79.209999,177.979996,93.220001,33.740002,113.18,231.220001,146.949997,173.860001,89.029999,42.599998,129.320007,63.450001,164.990005,83.309998
31/03/17,143.660004,79.110001,176.860001,92.760002,33.799999,113.389999,229.720001,146.830002,174.139999,87.839996,42.439999,129.610001,63.540001,164.009995,83.050003
03/04/17,143.699997,78.589996,176.649994,92.269997,33.580002,113.199997,228.960007,146.619995,174.5,87.519997,42.41,129.610001,63.470001,165.589996,82.949997
04/04/17,144.770004,78.260002,178.699997,94.129997,33.41,113.040001,229.259995,146.339996,174.520004,87.309998,42.68,129.289993,63.669998,164.970001,82.5
05/04/17,144.020004,77.760002,177.080002,94.239998,33,113,227.660004,146.639999,172.880005,86.190002,42.57,130.410004,63.57,165.369995,81.169998
06/04/17,143.660004,77.919998,177.369995,95.82,33.080002,113.050003,228.639999,147.240005,172.449997,86.480003,42.669998,130.149994,63.240002,165.339996,81.660004
07/04/17,143.339996,77.769997,178.850006,95.519997,32.959999,112.580002,227.880005,147.130005,172.139999,86.18,42.610001,129.960007,63.130001,166.020004,82.330002
10/04/17,143.169998,77.489998,177.559998,97.139999,33.009998,112.43,228.889999,148.210007,171.199997,85.879997,42.689999,129.979996,62.549999,165.479996,82.510002
11/04/17,141.630005,77.260002,178.570007,97.099998,32.919998,113.07,227.740005,148.199997,170.580002,85.730003,42.66,131.199997,62.580002,165.830002,82.68
12/04/17,141.800003,76.68,176.050003,94.860001,32.619999,113.040001,225.75,146.539993,170.660004,85.400002,42.939999,131.259995,63.049999,165.559998,82.57
13/04/17,141.050003,75.800003,175.619995,93.099998,32.419998,113.199997,223.320007,145.910004,169.529999,84.400002,42.790001,130.759995,62.610001,164.960007,82.480003
17/04/17,141.830002,76.669998,179.020004,94.139999,32.610001,113.779999,226.259995,147.309998,171.100006,85.860001,43.07,131.350006,62.799999,167.179993,83.129997
18/04/17,141.199997,75.790001,177.850006,94.389999,32.669998,114.190002,215.589996,147.759995,170.050003,85.160004,43.48,132.300003,62.27,168.589996,82.82
19/04/17,140.679993,75.550003,178.399994,93.470001,32.650002,113.730003,214.089996,147.220001,161.690002,84.459999,43.23,132.639999,62.639999,169.25,83.510002
20/04/17,142.440002,80.019997,179.300003,94.660004,32.830002,114.790001,218.059998,148.720001,162.300003,85.550003,43.09,133.270004,62.549999,171.539993,84.139999
21/04/17,142.270004,79.589996,180.380005,94.32,32.82,114.440002,216.860001,150,160.380005,84.519997,43.07,133.410004,61.889999,171.160004,84.029999
24/04/17,143.639999,80.449997,182.059998,96.809998,33.279999,113.699997,223.220001,151.889999,160.75,87.5,43.279999,134.229996,62.139999,172.330002,84.279999
25/04/17,144.529999,80.629997,183.509995,104.419998,33.419998,115.18,226.630005,153.029999,160.389999,88.260002,43.110001,141.699997,62.299999,174.039993,85.919998
26/04/17,143.679993,80.519997,181.710007,104.660004,33.400002,115.580002,226.199997,154.220001,160.059998,88.43,43.240002,140.839996,62.700001,174.380005,85.919998
27/04/17,143.789993,80.330002,183.220001,102.68,33.75,115.839996,225.809998,156.119995,160.320007,87.610001,43.009998,140.869995,62.580002,174.630005,85.889999
28/04/17,143.649994,79.25,184.830002,102.260002,34.07,115.599998,223.800003,156.100006,160.289993,87,43.150002,139.929993,62.330002,174.880005,86.540001
01/05/17,146.580002,79.230003,182.389999,102,33.970001,114.730003,224.850006,154.210007,158.839996,87.059998,43.220001,141.149994,62.380001,174.589996,86.459999
02/05/17,147.509995,79.540001,183.440002,101.510002,34.240002,114.370003,225.119995,154.949997,159.100006,86.5,43.389999,141.229996,62.700001,174.139999,85.809998
03/05/17,147.059998,78.830002,183.389999,101.540001,34.25,111.620003,226.309998,155,158.630005,87,43.32,142.619995,63.630001,172.539993,85.790001
04/05/17,146.529999,78.330002,183.070007,99.389999,34.18,111.169998,226.589996,154.860001,159.050003,87.099998,43.66,143.449997,63.380001,174.020004,86.050003
05/05/17,148.960007,78.32,185.009995,99.639999,34.389999,111.989998,226.869995,155.729996,155.050003,87,43.689999,143.960007,63.970001,174.119995,85.889999
08/05/17,153.009995,78.160004,186.020004,99.370003,34.290001,111.419998,225.029999,156.889999,153.029999,87.099998,43.889999,144.240005,64.010002,174.440002,85.839996
09/05/17,153.990005,78.440002,186.910004,99.290001,33.900002,112.07,223.759995,157.679993,152.110001,86.75,43.509998,144.360001,63.290001,173.240005,85.980003
10/05/17,153.259995,78.650002,183.179993,100.360001,33.740002,109.660004,224.880005,158.130005,151.25,87.43,43.57,144.520004,63.939999,173.389999,85.620003
11/05/17,153.949997,77.919998,183.940002,100.989998,33.630001,109.580002,224.759995,156.199997,150.649994,87.160004,43.669998,144.210007,64.43,173.320007,85.5
12/05/17,156.100006,77.489998,183.25,100.709999,33.450001,109.690002,222.820007,156.919998,150.369995,86.919998,43.59,145.360001,63.57,171.809998,85.25
15/05/17,155.699997,78.330002,182.389999,102.419998,34.23,109.129997,225.119995,157.330002,151.509995,87.339996,43.73,146.279999,63.509998,171.529999,84.959999
16/05/17,155.470001,78.129997,182.699997,102.339996,34.299999,107.980003,225.600006,158.259995,153.679993,87.610001,43.849998,147.289993,63.790001,168.119995,84.510002
17/05/17,150.25,76.370003,178.779999,100.139999,33.82,106.309998,213.720001,156.089996,150.929993,84.269997,43.93,146.410004,63,168.860001,81.730003
18/05/17,152.539993,76.379997,177.399994,100.220001,31.379999,106.68,215.160004,155.699997,150.779999,83.959999,43.799999,147.009995,63.889999,171.449997,81.449997
19/05/17,153.059998,76.800003,180.759995,102.43,31.209999,107.519997,215.389999,156.300003,151.979996,84.779999,43.900002,148.149994,63.779999,172.589996,80.610001
22/05/17,153.990005,76.980003,183.669998,102.290001,31.59,107.629997,216.020004,155.960007,152.639999,84.699997,44.18,148.190002,64.040001,174.699997,81.339996
23/05/17,153.800003,77.199997,183.490005,103.629997,31.76,107.019997,219.639999,154.830002,152.029999,85.760002,44.389999,147.820007,64.550003,175.220001,81.239998
24/05/17,153.339996,77.120003,185.25,103.949997,31.49,107.709999,223.830002,155,152.509995,85.709999,45.029999,149.5,64.93,175.589996,80.580002
25/05/17,153.869995,77.440002,187.070007,105.019997,31.440001,107.269997,222.470001,156.460007,153.199997,85.349998,45.41,149.779999,65.040001,178.050003,80.75
26/05/17,153.610001,77.459999,186.589996,105.660004,31.5,108.410004,223.529999,154.899994,152.490005,85.360001,45.389999,149.860001,64.919998,177.5,81.25
30/05/17,153.669998,77.089996,186.880005,105.470001,31.68,108.339996,218.419998,153.880005,151.729996,83.900002,45.43,149.929993,64.879997,176.589996,80.160004
31/05/17,152.759995,76.940002,187.630005,105.43,31.530001,107.940002,211.259995,153.509995,152.630005,82.150002,45.470001,150.889999,65.110001,175.179993,81.019997
01/06/17,153.179993,78.279999,187.320007,105.650002,31.82,108.209999,215.009995,155.149994,152.669998,83.059998,45.790001,152.389999,65.260002,179.580002,82.18
02/06/17,155.449997,78.489998,190.229996,105.949997,31.98,107.18,213.309998,155.350006,152.050003,82.639999,45.889999,153.740005,65.470001,179.389999,83.099998
05/06/17,153.929993,78.970001,188.949997,105.199997,31.76,106.519997,213.990005,154.789993,152.410004,82.790001,45.990002,152.789993,65.07,179.369995,83.379997
06/06/17,154.449997,78.849998,186.75,104.550003,31.559999,105.5,214.529999,154.199997,152.369995,82.959999,45.98,151.229996,64.669998,180.820007,81.449997
07/06/17,155.369995,79.809998,188.100006,103.510002,31.610001,105.919998,215.779999,154.960007,150.979996,83.910004,45.509998,151.940002,64.059998,183.210007,81.459999
08/06/17,154.990005,79.949997,189.929993,105.010002,31.610001,104.32,218.759995,153.5,152.100006,84.949997,45.130001,151.429993,63.200001,181.690002,81.470001
09/06/17,148.979996,80.309998,190.029999,105.919998,31.370001,105.620003,222.440002,152.960007,154.100006,86.959999,45.32,151.479996,64.389999,181.460007,80.989998
12/06/17,145.419998,80.169998,190,106.07,31.25,107.040001,221.910004,152.179993,155.179993,86.980003,45.330002,148.470001,64.389999,179.25,81.809998
13/06/17,146.589996,80.589996,191.089996,105.75,31.700001,106.559998,224.199997,153.990005,154.25,87.269997,45.029999,149.820007,63.27,181.050003,81.800003
14/06/17,145.160004,80.839996,192.380005,104.709999,31.6,106.139999,226.509995,156.759995,153.809998,87.089996,45.299999,150.679993,63.369999,182.360001,82.879997
15/06/17,144.289993,80.699997,195.449997,106.400002,31.58,105.980003,223.229996,156.770004,154.220001,86.57,45.25,151.169998,63.189999,180.380005,82.559998
16/06/17,142.270004,81.449997,196.440002,107.599998,31.629999,105.510002,221.809998,156.639999,155.380005,86.18,45.310001,151.990005,62.970001,181.630005,78.440002
19/06/17,146.339996,81.879997,199.080002,107.489998,31.99,105.370003,226.130005,158.809998,154.839996,88.07,45.380001,153.139999,63.68,183.020004,79.809998
20/06/17,145.009995,82.510002,198.330002,107.040001,31.85,103.940002,225.100006,157.669998,154.949997,87.519997,45.610001,154.070007,64.529999,183.270004,78.300003
21/06/17,145.869995,82.209999,199.169998,103.470001,31.84,104.800003,222.490005,156.589996,153.789993,87.120003,45.220001,153.729996,65.459999,184.919998,78.120003
22/06/17,145.630005,82.25,199.440002,103.839996,31.85,104.220001,219.770004,155.479996,154.399994,87.019997,45.07,154.800003,66.019997,186.5,76.370003
23/06/17,146.279999,82.220001,202.229996,104.110001,32.09,104.360001,217.190002,151.309998,154.110001,86.860001,45.25,154.639999,66.160004,185.25,76.339996
26/06/17,145.820007,82.959999,199.979996,104.25,32.240002,105.57,220.440002,151.419998,155.229996,87.239998,45.43,153.960007,65.919998,185.119995,77.529999
27/06/17,143.729996,83.080002,198.889999,103.93,31.76,105.410004,220.279999,152.240005,154.75,88.050003,45.049999,153.720001,65.540001,184.600006,77.260002
28/06/17,145.830002,83.970001,199.619995,106.449997,32.080002,106.860001,223.220001,153.229996,155.320007,89.82,45.32,154.300003,65.160004,185.699997,77.089996
29/06/17,143.679993,83.629997,197.460007,105.639999,31.41,105.709999,224.410004,152.160004,154.130005,91.150002,44.830002,153.130005,64.339996,185.270004,78.370003
30/06/17,144.020004,84.239998,197.75,107.459999,31.299999,106.25,221.899994,153.399994,153.830002,91.400002,44.849998,153.160004,64.089996,185.419998,78.309998
03/07/17,143.5,85.099998,198.589996,106.970001,31.33,107.459999,227.279999,154.009995,155.580002,92.75,44.759998,152.5,64.269997,186.649994,78.129997
05/07/17,144.089996,84.889999,201.809998,107.489998,31.110001,105.629997,228.039993,152.690002,153.669998,93.68,44.82,153.070007,64.160004,188.25,78.639999
06/07/17,142.729996,83.739998,201.479996,106.510002,30.719999,103.349998,226.690002,152.050003,152.360001,93.379997,44.400002,153.089996,63.099998,186.940002,77.720001
07/07/17,144.179993,84.330002,202.369995,106.919998,30.9,103.32,225.279999,152.229996,152.940002,93.849998,44.389999,156.270004,63.16,187.960007,77.470001
10/07/17,145.059998,84.300003,203.960007,107.839996,30.98,103.589996,225.839996,151.179993,153.419998,93.190002,44.380001,155.520004,62.830002,186.949997,77.160004
11/07/17,145.529999,84.160004,206.270004,108.239998,31.09,103.839996,226.949997,150.600006,153.190002,92.830002,44.330002,154.910004,62.34,185.949997,77.290001
12/07/17,145.740005,84.82,206.440002,108.959999,31.16,104.379997,227.389999,152.589996,153.699997,92.510002,44.509998,156.580002,62.779999,186.690002,77.519997
13/07/17,147.770004,85.370003,206.229996,108.470001,31.27,104.290001,230.399994,153.289993,153.630005,93.099998,44.43,155.039993,62.889999,185.479996,78.010002
14/07/17,149.039993,85.279999,208.509995,108.769997,31.42,105.089996,228.600006,152.880005,154.240005,92.25,44.68,155.279999,63.060001,186.899994,78.910004
17/07/17,149.559998,85.220001,209,108.839996,31.5,104.790001,229.259995,153.889999,153.009995,91.389999,44.73,155.259995,62.610001,186.350006,79.18
18/07/17,150.080002,85.519997,208.240005,107.07,31.51,105.75,223.309998,152.169998,154,91.07,44.669998,153.960007,62.41,186.850006,78.669998
19/07/17,151.020004,85.93,210.880005,107.849998,31.9,106.82,222.869995,153.300003,147.529999,91.199997,44.830002,153.889999,62.619999,189.190002,79.559998
20/07/17,150.339996,85.349998,210.279999,107.32,31.860001,107.360001,222.300003,147.029999,147.660004,91.199997,44.82,154.210007,62.939999,191.5,79.800003
21/07/17,150.270004,85.589996,212.139999,106.589996,31.84,107.089996,220.179993,146.649994,147.080002,90.889999,45.029999,153.919998,62.630001,191.779999,78.900002
24/07/17,152.089996,85,212.179993,108.18,31.860001,107,218.179993,144.580002,145.990005,91.279999,44.84,151.850006,62.57,190.889999,79.599998
25/07/17,152.740005,85.410004,212.460007,114.540001,32.119999,106.419998,221.580002,146.970001,146.190002,92.800003,45.240002,159.070007,62.360001,190.399994,80.059998
26/07/17,153.460007,85.300003,233.449997,113.519997,31.66,106.940002,222.25,146.690002,145.360001,91.93,45.740002,156.509995,61.799999,190.75,78.68
27/07/17,150.559998,83.849998,241,114.370003,31.57,110,221.479996,147.729996,145.070007,91.550003,46.119999,156.949997,63.689999,188.929993,78.779999
28/07/17,149.5,84.800003,241.270004,114.099998,31.52,109.959999,223.610001,148.080002,144.289993,91.279999,46.009998,155.850006,64.110001,191.149994,79.620003
31/07/17,148.729996,85.230003,242.460007,113.949997,31.450001,109.93,225.330002,149.600006,144.669998,91.800003,45.84,155.139999,63.880001,191.809998,80.669998
01/08/17,150.050003,85.239998,239.440002,113.099998,31.65,110.610001,227,149.850006,145.300003,93.029999,45.700001,154.039993,63.919998,192.229996,81.129997
02/08/17,157.139999,85.300003,237.949997,113.089996,31.52,108.669998,226.270004,150.5,144.449997,93.110001,45.59,156.589996,63.439999,193,81.029999
03/08/17,155.570007,85.540001,238.25,113.559998,31.559999,109.120003,223.990005,150.789993,144.940002,92.5,45.669998,154.720001,63.52,194.770004,81.050003
04/08/17,156.389999,85.970001,237.710007,114.349998,31.799999,107.690002,229.789993,152.75,145.160004,93.660004,45.5,153.820007,63.099998,194.880005,81.059998
07/08/17,158.809998,85.849998,240.229996,114.709999,31.84,106.349998,232.919998,153.350006,143.470001,94.019997,45.639999,154.970001,62.84,194.779999,81.510002
08/08/17,160.080002,85.940002,239.5,114.410004,31.67,106.980003,232.050003,153.350006,142.110001,93.68,45.599998,154.919998,62.32,194.899994,81.080002
09/08/17,161.059998,85.690002,234.309998,114.339996,31.620001,102.830002,231.009995,155.259995,141.770004,93.529999,45.59,154.919998,62.490002,194.830002,81.279999
10/08/17,155.320007,84.559998,232.880005,113.150002,31,101.349998,225.5,153.880005,141.839996,92.190002,45.740002,156.619995,62.18,192.570007,79.75
11/08/17,157.479996,84.290001,234.880005,112.849998,31.469999,101.989998,224.149994,154.880005,141.839996,91.419998,45.59,157.300003,62.380001,193.020004,80.720001
14/08/17,159.850006,85.470001,237.149994,113.709999,31.84,101.400002,227.360001,154.259995,142.320007,92.489998,45.799999,157.259995,62.669998,193.710007,81.529999
15/08/17,161.600006,86.790001,239.169998,113.650002,32.09,101.510002,227.589996,150.169998,142.070007,92.730003,46.189999,157.619995,62.5,194.5,81.129997
16/08/17,160.949997,87.389999,237.589996,114.120003,32.34,102.199997,225.610001,152.25,142.5,92.089996,46.200001,158.899994,62.700001,193.770004,81.260002
17/08/17,157.860001,86.089996,235.589996,113.139999,31.040001,101.379997,221.419998,149.669998,140.699997,90.650002,45.860001,157.889999,61.84,192.699997,80.889999
18/08/17,157.5,85.379997,235.770004,113.919998,30.370001,100.699997,222.149994,147.490005,139.699997,90.739998,45.669998,157.759995,61.490002,190.820007,80.029999
21/08/17,157.210007,85.300003,235.679993,113.599998,30.68,101.169998,220.789993,149.199997,140.330002,90.629997,45.68,158.360001,61.970001,192.029999,80.599998
22/08/17,159.779999,85.300003,239.75,115.82,31.27,102.769997,223.580002,149.910004,141.009995,91.559998,45.599998,159.639999,62.419998,194.789993,81.279999
23/08/17,159.979996,85.279999,238.089996,114.75,30.92,101.5,222.740005,149.100006,142.139999,91.669998,45.540001,158.809998,62.150002,194.240005,81.360001
