Date,Open,High,Low,Close,Adj Close,Volume
28/09/16,18240.2207,18349.85938,18179.33984,18339.24023,18339.24023,97650000
29/09/16,18322.88086,18366.23047,18091.64063,18143.44922,18143.44922,95880000
30/09/16,18181.80078,18369.61914,18181.80078,18308.15039,18308.15039,135470000
03/10/16,18279.59961,18279.80078,18203.75,18253.84961,18253.84961,68520000
04/10/16,18267.67969,18313.76953,18116.25977,18168.44922,18168.44922,79710000
05/10/16,18205.5,18315.82031,18205.5,18281.0293,18281.0293,76190000
06/10/16,18280.41992,18288.11914,18162.9707,18268.5,18268.5,78660000
07/10/16,18295.34961,18319.73047,18149.34961,18240.49023,18240.49023,82680000
10/10/16,18282.94922,18399.96094,18282.94922,18329.03906,18329.03906,72110000
11/10/16,18308.42969,18312.33008,18061.96094,18128.66016,18128.66016,88610000
12/10/16,18132.63086,18193.96094,18082.08984,18144.19922,18144.19922,72230000
13/10/16,18088.32031,18137.69922,17959.94922,18098.93945,18098.93945,83160000
14/10/16,18177.34961,18261.10938,18138.38086,18138.38086,18138.38086,87050000
17/10/16,18135.84961,18162.2793,18063.01953,18086.40039,18086.40039,75960000
18/10/16,18145.06055,18225.80078,18129.44922,18161.93945,18161.93945,74600000
19/10/16,18178.21094,18252.19922,18169.25,18202.61914,18202.61914,88040000
20/10/16,18161.86914,18249.05078,18129.07031,18162.34961,18162.34961,88830000
21/10/16,18152.63086,18168.75977,18049.76953,18145.71094,18145.71094,117810000
24/10/16,18197.14063,18275.03906,18191.17969,18223.0293,18223.0293,88540000
25/10/16,18206.51953,18241.68945,18151.69922,18169.26953,18169.26953,83190000
26/10/16,18103.80078,18236.03906,18062.30078,18199.33008,18199.33008,86340000
27/10/16,18234.81055,18253.19922,18149.19922,18169.67969,18169.67969,83530000
28/10/16,18193.78906,18257.06055,18094.9707,18161.18945,18161.18945,107850000
31/10/16,18176.59961,18193.67969,18130.58008,18142.41992,18142.41992,110080000
01/11/16,18158.24023,18177.00977,17940.83984,18037.09961,18037.09961,101280000
02/11/16,18017.7207,18044.15039,17931.89063,17959.64063,17959.64063,88610000
03/11/16,17978.75,18006.96094,17904.07031,17930.66992,17930.66992,77860000
04/11/16,17928.34961,17986.75977,17883.56055,17888.2793,17888.2793,97760000
07/11/16,17994.64063,18263.30078,17994.64063,18259.59961,18259.59961,93450000
08/11/16,18251.38086,18400.5,18200.75,18332.74023,18332.74023,79820000
09/11/16,18317.25977,18650.06055,18252.55078,18589.68945,18589.68945,173110000
10/11/16,18603.14063,18873.66016,18603.14063,18807.88086,18807.88086,164390000
11/11/16,18781.65039,18855.7793,18736.96094,18847.66016,18847.66016,107300000
14/11/16,18876.76953,18934.05078,18815.75,18868.68945,18868.68945,112250000
15/11/16,18858.21094,18925.25977,18806.06055,18923.06055,18923.06055,100660000
16/11/16,18909.84961,18909.84961,18825.89063,18868.14063,18868.14063,87320000
17/11/16,18866.2207,18904.0293,18845.26953,18903.82031,18903.82031,89940000
18/11/16,18905.33008,18915.74023,18853.83008,18867.92969,18867.92969,109880000
21/11/16,18898.67969,18960.75977,18883.09961,18956.68945,18956.68945,80520000
22/11/16,18970.39063,19043.90039,18962.82031,19023.86914,19023.86914,85310000
23/11/16,19015.51953,19083.75977,19000.38086,19083.17969,19083.17969,77880000
25/11/16,19093.7207,19152.14063,19093.7207,19152.14063,19152.14063,45890000
28/11/16,19122.14063,19138.7207,19072.25,19097.90039,19097.90039,88460000
29/11/16,19064.07031,19144.40039,19062.2207,19121.59961,19121.59961,81510000
30/11/16,19135.64063,19225.28906,19123.38086,19123.58008,19123.58008,164570000
01/12/16,19149.19922,19214.30078,19138.78906,19191.92969,19191.92969,108800000
02/12/16,19161.25,19196.14063,19141.17969,19170.41992,19170.41992,84920000
05/12/16,19244.34961,19274.84961,19186.73047,19216.24023,19216.24023,317800000
06/12/16,19219.91016,19255.89063,19184.74023,19251.7793,19251.7793,284960000
07/12/16,19241.99023,19558.41992,19229.83008,19549.61914,19549.61914,385200000
08/12/16,19559.93945,19664.9707,19527.83008,19614.81055,19614.81055,324570000
09/12/16,19631.34961,19757.74023,19623.18945,19756.84961,19756.84961,334470000
12/12/16,19770.19922,19824.58984,19747.74023,19796.42969,19796.42969,333660000
13/12/16,19852.21094,19953.75,19846.44922,19911.21094,19911.21094,388420000
14/12/16,19876.13086,19966.42969,19748.66992,19792.5293,19792.5293,408430000
15/12/16,19811.5,19951.28906,19811.5,19852.24023,19852.24023,357350000
16/12/16,19909.00977,19923.16992,19821,19843.41016,19843.41016,573470000
19/12/16,19836.66016,19917.7793,19832.94922,19883.06055,19883.06055,302310000
20/12/16,19920.58984,19987.63086,19920.41992,19974.61914,19974.61914,284080000
21/12/16,19968.9707,19986.56055,19941.96094,19941.96094,19941.96094,256640000
22/12/16,19922.67969,19933.83008,19882.18945,19918.88086,19918.88086,258290000
23/12/16,19908.60938,19934.15039,19899.06055,19933.81055,19933.81055,158260000
27/12/16,19943.46094,19980.24023,19939.80078,19945.03906,19945.03906,158540000
28/12/16,19964.31055,19981.10938,19827.31055,19833.67969,19833.67969,188350000
29/12/16,19835.46094,19878.43945,19788.93945,19819.7793,19819.7793,172040000
30/12/16,19833.16992,19852.55078,19718.66992,19762.59961,19762.59961,271910000
03/01/17,19872.85938,19938.5293,19775.92969,19881.75977,19881.75977,339180000
04/01/17,19890.93945,19956.14063,19878.83008,19942.16016,19942.16016,280010000
05/01/17,19924.56055,19948.59961,19811.11914,19899.28906,19899.28906,269920000
06/01/17,19906.96094,19999.63086,19834.08008,19963.80078,19963.80078,277700000
09/01/17,19931.41016,19943.7793,19887.38086,19887.38086,19887.38086,287060000
10/01/17,19876.34961,19957.11914,19836.0293,19855.5293,19855.5293,299410000
11/01/17,19887.38086,19973.41992,19833.16016,19954.2793,19954.2793,336150000
12/01/17,19926.21094,19929.28906,19770.4707,19891,19891,306290000
13/01/17,19912.53906,19952.0293,19849.38086,19885.73047,19885.73047,263780000
17/01/17,19848.82031,19882.99023,19775.34961,19826.76953,19826.76953,341900000
18/01/17,19822.73047,19828.19922,19739,19804.7207,19804.7207,279760000
19/01/17,19813.55078,19824.14063,19677.93945,19732.40039,19732.40039,301750000
20/01/17,19795.06055,19843.93945,19759.14063,19827.25,19827.25,435260000
23/01/17,19794.78906,19833.98047,19732.35938,19799.84961,19799.84961,326690000
24/01/17,19794.67969,19949.24023,19786.71094,19912.71094,19912.71094,374460000
25/01/17,19994.48047,20082,19994.48047,20068.50977,20068.50977,372240000
26/01/17,20076.25,20125.58008,20067.5293,20100.91016,20100.91016,356730000
27/01/17,20103.35938,20115.9707,20072.64063,20093.7793,20093.7793,343130000
30/01/17,20028.61914,20028.61914,19870.39063,19971.13086,19971.13086,317280000
31/01/17,19913.16016,19918.16992,19784.76953,19864.08984,19864.08984,373750000
01/02/17,19923.81055,19967.73047,19845.99023,19890.93945,19890.93945,426670000
02/02/17,19858.33984,19922.75,19831.08984,19884.91016,19884.91016,347220000
03/02/17,19964.21094,20081.48047,19964.21094,20071.46094,20071.46094,344220000
06/02/17,20025.60938,20094.94922,20002.81055,20052.41992,20052.41992,281720000
07/02/17,20107.61914,20155.34961,20068.67969,20090.28906,20090.28906,279670000
08/02/17,20049.28906,20068.2793,20015.33008,20054.33984,20054.33984,280410000
09/02/17,20061.73047,20206.35938,20061.73047,20172.40039,20172.40039,325310000
10/02/17,20211.23047,20298.21094,20204.75977,20269.36914,20269.36914,312230000
13/02/17,20338.53906,20441.48047,20322.94922,20412.16016,20412.16016,314620000
14/02/17,20374.2207,20504.41016,20374.01953,20504.41016,20504.41016,356580000
15/02/17,20504.26953,20620.44922,20496.0293,20611.85938,20611.85938,384380000
16/02/17,20627.31055,20639.86914,20556.83008,20619.76953,20619.76953,354120000
17/02/17,20564.13086,20624.05078,20532.60938,20624.05078,20624.05078,340620000
21/02/17,20663.42969,20757.64063,20663.36914,20743,20743,336880000
22/02/17,20715.41016,20781.58984,20692.39063,20775.59961,20775.59961,310530000
23/02/17,20817.21094,20840.69922,20746.41016,20810.32031,20810.32031,302110000
24/02/17,20751.91016,20821.75977,20733.94922,20821.75977,20821.75977,292540000
27/02/17,20808.71094,20851.33008,20774.75977,20837.43945,20837.43945,256540000
28/02/17,20833.88086,20841.24023,20781.21094,20812.24023,20812.24023,339210000
01/03/17,20957.28906,21169.10938,20957.28906,21115.55078,21115.55078,392820000
02/03/17,21128.91016,21129.19922,20996.60938,21002.9707,21002.9707,319910000
03/03/17,21008.75,21039.96094,20953.85938,21005.71094,21005.71094,254420000
06/03/17,20955.71094,20986.42969,20912.10938,20954.33984,20954.33984,266620000
07/03/17,20934.89063,20970.53906,20901.25977,20924.75977,20924.75977,274630000
08/03/17,20940.43945,20951.43945,20835.58008,20855.73047,20855.73047,296780000
09/03/17,20864.32031,20900.57031,20777.16016,20858.18945,20858.18945,275960000
10/03/17,20919.00977,20940.28906,20827.66016,20902.98047,20902.98047,315430000
13/03/17,20899.2793,20926.06055,20845.71094,20881.48047,20881.48047,289260000
14/03/17,20848.59961,20874,20786.31055,20837.36914,20837.36914,246820000
15/03/17,20874.7793,20977.4707,20859.59961,20950.09961,20950.09961,306590000
16/03/17,20969.26953,21000.10938,20893.5,20934.55078,20934.55078,264360000
17/03/17,20965.36914,20980.50977,20911.07031,20914.61914,20914.61914,535280000
20/03/17,20916.26953,20955.44922,20885.69922,20905.85938,20905.85938,253610000
21/03/17,20956.33008,20970.03906,20653.25977,20668.00977,20668.00977,369320000
22/03/17,20640.41992,20686.21094,20578.94922,20661.30078,20661.30078,325090000
23/03/17,20645.07031,20757.89063,20618.61914,20656.58008,20656.58008,280050000
24/03/17,20674.44922,20718.33008,20529.66992,20596.7207,20596.7207,292980000
27/03/17,20488.34961,20578.46094,20412.80078,20550.98047,20550.98047,269380000
28/03/17,20542.14063,20735.60938,20520.09961,20701.5,20701.5,299670000
29/03/17,20675.75,20684.73047,20625.0293,20659.32031,20659.32031,238320000
30/03/17,20662.78906,20753.7793,20643.59961,20728.49023,20728.49023,270900000
31/03/17,20700.33984,20722.58984,20660.67969,20663.2207,20663.2207,303770000
03/04/17,20665.16992,20692.33984,20517.82031,20650.21094,20650.21094,285670000
04/04/17,20634.93945,20701.28906,20605.30078,20689.24023,20689.24023,237390000
05/04/17,20745.06055,20887.5,20639.55078,20648.15039,20648.15039,284980000
06/04/17,20653.76953,20746.46094,20612.16992,20662.94922,20662.94922,251720000
07/04/17,20647.81055,20726.07031,20606.94922,20656.09961,20656.09961,219730000
10/04/17,20668.2207,20750.33008,20614.85938,20658.01953,20658.01953,230480000
11/04/17,20644.32031,20660.0293,20512.56055,20651.30078,20651.30078,255120000
12/04/17,20637.94922,20642.53906,20553.0293,20591.85938,20591.85938,267670000
13/04/17,20561.68945,20612.26953,20453.25,20453.25,20453.25,235810000
17/04/17,20484.75,20644.41016,20484.75,20636.91992,20636.91992,229240000
18/04/17,20561.39063,20600.11914,20462.2793,20523.2793,20523.2793,263180000
19/04/17,20503.51953,20546.68945,20379.55078,20404.49023,20404.49023,294790000
20/04/17,20406.67969,20629.7793,20406.67969,20578.71094,20578.71094,312440000
21/04/17,20578.09961,20601.40039,20505.33008,20547.75977,20547.75977,369600000
24/04/17,20723.58984,20792.19922,20723.58984,20763.89063,20763.89063,342400000
25/04/17,20915.50977,21026.9707,20909.38086,20996.11914,20996.11914,348180000
26/04/17,21009.94922,21070.90039,20972.26953,20975.08984,20975.08984,328550000
27/04/17,20991.11914,21005.80078,20935.80078,20981.33008,20981.33008,305690000
28/04/17,20987.39063,20987.75977,20926.75,20940.50977,20940.50977,329990000
01/05/17,20962.73047,20976.61914,20898.38086,20913.46094,20913.46094,288160000
02/05/17,20941.18945,20960.91992,20904.06055,20949.89063,20949.89063,338810000
03/05/17,20915,20972.74023,20874.17969,20957.90039,20957.90039,310920000
04/05/17,20987.83008,20990.78906,20847.94922,20951.4707,20951.4707,274720000
05/05/17,20929.03906,21006.93945,20905,21006.93945,21006.93945,260960000
08/05/17,20991.25977,21017.89063,20971.05078,21012.2793,21012.2793,276150000
09/05/17,21022.2793,21046.84961,20938.03906,20975.7793,20975.7793,273000000
10/05/17,20958.49023,20976.2793,20884.15039,20943.10938,20943.10938,283340000
11/05/17,20925.7207,20933.35938,20798.90039,20919.41992,20919.41992,287680000
12/05/17,20893.18945,20916.09961,20869.74023,20896.60938,20896.60938,288500000
15/05/17,20923.63086,21000.83008,20923.63086,20981.93945,20981.93945,313170000
16/05/17,20984.48047,21033.5293,20932.88086,20979.75,20979.75,311580000
17/05/17,20846.16992,20846.16992,20601.08008,20606.92969,20606.92969,423200000
18/05/17,20579.65039,20759.19922,20553.44922,20663.01953,20663.01953,422590000
19/05/17,20698.2793,20857.13086,20687.93945,20804.83984,20804.83984,365180000
22/05/17,20867.76953,20914.25977,20860.16016,20894.83008,20894.83008,276120000
23/05/17,20908.66992,20961.14063,20896.2207,20937.91016,20937.91016,244950000
24/05/17,20949.21094,21022.82031,20933.58008,21012.41992,21012.41992,283180000
25/05/17,21062.96094,21112.32031,21051.41016,21082.94922,21082.94922,268970000
26/05/17,21070.15039,21092.82031,21050.49023,21080.2793,21080.2793,208000000
30/05/17,21045.49023,21063.61914,21009.59961,21029.4707,21029.4707,242810000
31/05/17,21048.46094,21051.69922,20942.57031,21008.65039,21008.65039,371580000
01/06/17,21030.55078,21144.17969,20994.2207,21144.17969,21144.17969,276730000
02/06/17,21142.08984,21225.03906,21129.56055,21206.28906,21206.28906,329700000
05/06/17,21195.0293,21224.41016,21168.68945,21184.03906,21184.03906,269790000
06/06/17,21145.48047,21180.4707,21118.46094,21136.23047,21136.23047,283550000
07/06/17,21171.57031,21189.83984,21113.31055,21173.68945,21173.68945,273400000
08/06/17,21169.75977,21265.68945,21138.16016,21182.5293,21182.5293,330330000
09/06/17,21208.96094,21305.34961,21159.44922,21271.9707,21271.9707,397200000
12/06/17,21259.94922,21277.08008,21186.15039,21235.66992,21235.66992,528080000
13/06/17,21256.83008,21332.76953,21256.83008,21328.4707,21328.4707,323510000
14/06/17,21342.71094,21391.9707,21294.08984,21374.56055,21374.56055,295090000
15/06/17,21291.68945,21367.2793,21261.86914,21359.90039,21359.90039,317200000
16/06/17,21335.92969,21384.41992,21308.00977,21384.2793,21384.2793,603260000
19/06/17,21444.75,21528.99023,21436.08008,21528.99023,21528.99023,289400000
20/06/17,21521.25,21535.0293,21464.24023,21467.14063,21467.14063,310200000
21/06/17,21466.39063,21492.61914,21390,21410.0293,21410.0293,292500000
22/06/17,21407.98047,21456.4707,21394.81055,21397.28906,21397.28906,270680000
23/06/17,21380.91992,21421.78906,21333.89063,21394.75977,21394.75977,368400000
26/06/17,21434.67969,21506.21094,21381.25,21409.55078,21409.55078,241880000
27/06/17,21411.18945,21440.59961,21310.66016,21310.66016,21310.66016,292170000
28/06/17,21372.35938,21478.75,21372.35938,21454.60938,21454.60938,271510000
29/06/17,21487.38086,21487.38086,21197.08008,21287.0293,21287.0293,336750000
30/06/17,21348.59961,21426.11914,21325.08008,21349.63086,21349.63086,313260000
03/07/17,21392.30078,21562.75,21391.71094,21479.26953,21479.26953,186810000
05/07/17,21492.83008,21505.35938,21404.75977,21478.16992,21478.16992,273690000
06/07/17,21423.92969,21433.09961,21305.38086,21320.03906,21320.03906,320450000
07/07/17,21354.66016,21425.82031,21350.7207,21414.33984,21414.33984,242240000
10/07/17,21381.23047,21446.39063,21371.10938,21408.51953,21408.51953,270340000
11/07/17,21410.16992,21441.61914,21279.30078,21409.07031,21409.07031,247570000
12/07/17,21467.92969,21580.78906,21467.92969,21532.14063,21532.14063,267870000
13/07/17,21537.18945,21568.7207,21512.35938,21553.08984,21553.08984,232270000
14/07/17,21532.76953,21681.5293,21521.7207,21637.74023,21637.74023,235590000
17/07/17,21633.9707,21661.81055,21617.66016,21629.7207,21629.7207,244780000
18/07/17,21589.93945,21589.93945,21471.14063,21574.73047,21574.73047,251110000
19/07/17,21569.25,21640.75,21565.83984,21640.75,21640.75,253040000
20/07/17,21641.53906,21661.91016,21576.96094,21611.7793,21611.7793,313950000
21/07/17,21591.7207,21592.60938,21503.7793,21580.07031,21580.07031,362830000
24/07/17,21577.7793,21577.7793,21496.13086,21513.16992,21513.16992,284080000
25/07/17,21638.56055,21670.61914,21577.36914,21613.42969,21613.42969,304300000
26/07/17,21690.38086,21742.69922,21683.28906,21711.00977,21711.00977,278240000
27/07/17,21717.41992,21798.4707,21687.84961,21796.55078,21796.55078,407320000
28/07/17,21787.50977,21841.17969,21756.11914,21830.31055,21830.31055,285630000
31/07/17,21863.39063,21929.80078,21861.71094,21891.11914,21891.11914,307610000
01/08/17,21961.41992,21990.96094,21940.81055,21963.91992,21963.91992,328410000
02/08/17,22004.35938,22036.09961,21967.46094,22016.24023,22016.24023,336820000
03/08/17,22007.58008,22044.84961,21991.32031,22026.09961,22026.09961,278730000
04/08/17,22058.39063,22092.81055,22024.64063,22092.81055,22092.81055,253640000
07/08/17,22100.19922,22121.15039,22081.9707,22118.41992,22118.41992,213010000
08/08/17,22095.14063,22179.10938,22057.28906,22085.33984,22085.33984,262000000
09/08/17,22022.33984,22057.18945,21996.68945,22048.69922,22048.69922,277800000
10/08/17,21988.19922,21988.19922,21843.93945,21844.00977,21844.00977,303310000
11/08/17,21883.32031,21911.08984,21842.74023,21858.32031,21858.32031,237790000
14/08/17,21945.64063,22019.23047,21945.64063,21993.71094,21993.71094,235030000
15/08/17,22029.91016,22038.91992,21971.48047,21998.99023,21998.99023,269070000
16/08/17,22031.92969,22085.71094,22002.4707,22024.86914,22024.86914,264920000
17/08/17,21984.74023,21984.74023,21750.32031,21750.73047,21750.73047,311030000
18/08/17,21724.88086,21793.34961,21641.63086,21674.50977,21674.50977,309070000
21/08/17,21671.35938,21718.74023,21600.33984,21703.75,21703.75,277880000
22/08/17,21739.7793,21912.83008,21738.13086,21899.89063,21899.89063,244980000
23/08/17,21850.26953,21866.66016,21808.39063,21812.08984,21812.08984,234810000
24/08/17,21839.90039,21870.10938,21765.82031,21783.40039,21783.40039,228480000
25/08/17,21819.08008,21906.85938,21812.81055,21813.66992,21813.66992,217570000
28/08/17,21832.5,21861.49023,21767.93945,21808.40039,21808.40039,218740000
29/08/17,21718,21879.2207,21673.58008,21865.36914,21865.36914,227340000
30/08/17,21859.75977,21914.25977,21839.4707,21892.42969,21892.42969,242840000
31/08/17,21936.00977,21985.75977,21910.5,21948.09961,21948.09961,376790000
01/09/17,21981.76953,22038.9707,21974.91016,21987.56055,21987.56055,256240000
