Date,BA,CAT,CSCO,GS,IBM,JNJ,JPM,MCD,NKE,TRV,UNH,UTX,V,WBA,WMT
14/07/15,147.75,84.459999,28.030001,212.160004,168.610001,99.779999,69.040001,98.779999,56.169998,102.379997,125,111.510002,70.099998,94.330002,73.790001
15/07/15,146.889999,84.160004,28.110001,212.960007,168.529999,100.419998,69.190002,99.07,55.950001,102.419998,125.860001,111.25,70.019997,93.949997,73.650002
16/07/15,148.490005,83.760002,28.32,211.179993,171,101.110001,69.559998,97.860001,56.169998,103.290001,124.93,111.260002,70.57,96.089996,73.830002
17/07/15,146.839996,83.160004,28.18,212.460007,172.509995,100.080002,69.209999,97.5,56.400002,102.940002,123.849998,110.739998,70.879997,95.75,73.389999
20/07/15,146.720001,82.25,28.030001,212.389999,173.220001,100.370003,69.260002,97.489998,56.564999,102.610001,122.650002,110.480003,72.699997,95.650002,73.099998
21/07/15,145,82.220001,27.84,211.5,163.070007,100.339996,69.099998,97.32,56.494999,104.480003,120.860001,102.709999,72.019997,95.660004,72.739998
22/07/15,146.470001,79.760002,27.530001,213.25,160.350006,100.18,70.080002,97.580002,57.044998,105.300003,120.610001,101.550003,71.970001,96.639999,73.160004
23/07/15,146.110001,76.879997,28.01,211.050003,161.729996,100.199997,69.639999,97.089996,57,105.300003,119.330002,101.139999,71.75,95.480003,72.510002
24/07/15,144.059998,76.099998,28.4,207.350006,159.75,99.150002,68.910004,96.099998,56.494999,105.269997,117.940002,99.309998,74.800003,95.110001,71.580002
27/07/15,141.029999,75.32,28.209999,205.020004,159.070007,98.279999,68.010002,96.040001,55.865002,105.589996,117.879997,98.870003,73.860001,94.379997,71.379997
28/07/15,141.809998,77.779999,28.209999,206.240005,160.050003,99.019997,68.050003,97.330002,56.735001,105.940002,121.519997,98.970001,74.739998,96.220001,72.099998
29/07/15,144.139999,77.330002,28.4,206.839996,161.089996,99.730003,68.940002,98.209999,57.459999,106.43,121.519997,99.360001,76.010002,96.580002,72.230003
30/07/15,143.009995,78.349998,28.299999,207.199997,160.960007,99.839996,69.040001,99.169998,57.505001,106.5,120.559998,100.730003,76.379997,96.540001,72.160004
31/07/15,144.169998,78.629997,28.42,205.070007,161.990005,100.209999,68.529999,99.860001,57.610001,106.120003,121.400002,100.309998,75.339996,96.629997,71.980003
03/08/15,143.690002,77.260002,28.360001,204.690002,158.710007,100.019997,68.529999,99.419998,57.415001,106.940002,120.889999,99.419998,75.769997,95.910004,72.18
04/08/15,143.539993,76.599998,28.030001,205.169998,157.600006,99.800003,68.459999,99.139999,57.884998,106.629997,120.839996,99.029999,75.269997,95.669998,72.25
05/08/15,144.949997,76.879997,28.27,205.699997,157.899994,100.519997,68.730003,99.800003,58.375,106.080002,123.919998,98.870003,74.980003,96.68,73.510002
06/08/15,143.820007,77.459999,28.209999,205.089996,156.320007,99.07,68.25,99.349998,57.560001,105.459999,122.040001,98.980003,73.580002,93.730003,72.790001
07/08/15,142.419998,77.290001,28.15,203.440002,155.119995,98.849998,68.050003,98.919998,57.255001,105.480003,121.82,98.290001,74.209999,93.279999,71.25
10/08/15,145.860001,80.160004,28.59,205.970001,156.75,99.790001,68.889999,99.389999,57.68,105.82,122.480003,99.550003,74.379997,93.949997,71.480003
11/08/15,144.050003,78.040001,28.02,201.699997,155.509995,99.010002,68.230003,98.809998,57.23,105.889999,122.260002,98.610001,73.360001,92.949997,71.93
12/08/15,142.429993,78.919998,27.9,201.130005,156.160004,98.709999,67.239998,98.279999,56.529999,105.43,121.199997,98.690002,73.540001,93.360001,72.580002
13/08/15,144.809998,77.760002,28.700001,200.740005,155.070007,98.480003,67.550003,99.370003,56.799999,106.949997,120.519997,98.379997,73.93,92.540001,72.110001
14/08/15,145.089996,78.489998,29.030001,202.020004,155.75,98.809998,67.889999,99.269997,57.18,107.709999,121.019997,98.699997,74.220001,92.099998,72.379997
17/08/15,144.440002,78.540001,28.83,202.570007,156.309998,99.870003,68.07,100.660004,57.490002,107.709999,123.82,99.360001,74.410004,92.699997,71.910004
18/08/15,144.600006,78.82,28.25,201.179993,156.009995,99.370003,68.209999,100.760002,57.41,107.82,125.5,99.410004,74.470001,91.940002,69.480003
19/08/15,142.720001,77.410004,27.799999,200.949997,153.940002,99.309998,67.599998,101.099998,57.48,107.220001,123.220001,98.209999,74.400002,91.410004,68.57
20/08/15,137.020004,76.410004,27.040001,196.75,152.660004,98.790001,65.940002,99.760002,56.150002,105.699997,119.790001,95.82,73.949997,89.769997,68.43
21/08/15,131.710007,75,26.469999,187.740005,148.850006,95.559998,63.599998,97.129997,53.435001,102.93,116.279999,93.010002,71.190002,85.610001,66.540001
24/08/15,127.190002,72.82,25.190001,179.460007,143.470001,92.82,60.25,92.870003,51.935001,98.779999,110.43,90.870003,68.360001,82.269997,63.950001
25/08/15,125.489998,72.059998,24.620001,178.220001,140.960007,90.730003,59.91,91.209999,51.764999,97.75,109.980003,88.800003,66.970001,81,63.099998
26/08/15,129.339996,73.870003,25.68,184.399994,146.699997,95.110001,62.91,95.150002,54.380001,100,113.459999,91.559998,70.690002,85.410004,64.830002
27/08/15,131.869995,75.660004,26.17,189.210007,148.539993,96.220001,64.480003,97.330002,56.310001,101.400002,117.769997,93.269997,72.400002,87.849998,66.080002
28/08/15,133.240005,75.949997,26,187.75,147.979996,95.169998,64.129997,96.25,56.25,100.43,117.279999,93.239998,72.459999,87.419998,64.940002
31/08/15,130.679993,76.440002,25.879999,188.600006,147.889999,93.980003,64.099998,95.019997,55.875,99.550003,115.699997,91.610001,71.300003,86.550003,64.730003
01/09/15,127.440002,74.900002,25.120001,182.119995,142.679993,92.089996,61.450001,93.470001,54.314999,97.489998,112.629997,89.720001,68.959999,86.040001,63.82
02/09/15,130.630005,76.099998,25.65,184.509995,145.050003,93.349998,62.57,96.040001,55.349998,98.93,114.230003,91.239998,69.620003,87.830002,64.440002
03/09/15,131.020004,74.449997,25.9,185.059998,146.779999,92.639999,62.68,96.010002,55.424999,99.370003,113.989998,91.910004,70.400002,88.260002,64.860001
04/09/15,129.759995,73.099998,25.52,180.380005,143.699997,91.309998,61.5,94.849998,54.845001,97.760002,112.360001,90.68,69.160004,87.43,63.889999
08/09/15,133.820007,74.300003,26.299999,185.880005,147.229996,93.940002,63.16,96.779999,55.875,99.650002,116.089996,92.82,70.529999,90.089996,66.379997
09/09/15,132.649994,72.959999,25.940001,185.679993,145.050003,92.220001,62.18,95.43,54.93,98.480003,115.080002,91.849998,69.599998,88.940002,65.120003
10/09/15,133.550003,72.419998,26.26,185.910004,146.199997,92.720001,62.66,95.25,55.189999,99.089996,116.769997,91.400002,70.230003,89.379997,64.120003
11/09/15,134.669998,72.629997,26.02,185.270004,147.369995,92.93,62.560001,97.410004,55.91,99.489998,118.699997,92.330002,70.760002,90.400002,64.650002
14/09/15,134.429993,72.769997,25.700001,183.940002,145.649994,93.32,62.380001,96.970001,55.945,99.279999,117.800003,91.830002,70.010002,90.169998,64.279999
15/09/15,136.300003,74.580002,25.98,187.449997,147.529999,94.400002,63.580002,98.190002,56.919998,100.860001,120.029999,92.68,70.510002,90.919998,64.32
16/09/15,137.199997,75.639999,26.07,188.639999,148.410004,94.610001,64.139999,98.690002,57.790001,101.910004,121.150002,93.940002,70.989998,90.910004,64.690002
17/09/15,137.449997,74.059998,25.879999,186.449997,148.139999,94.839996,62.650002,97.839996,57.634998,101.660004,123.260002,93.309998,70.959999,89.68,64.470001
18/09/15,136.089996,71.860001,25.540001,180.940002,144.509995,93.389999,60.939999,97.050003,57.525002,99.660004,122.470001,91.07,69.790001,86.489998,63.34
21/09/15,136.020004,72.160004,25.540001,183.350006,146.479996,93.129997,61.450001,97.900002,58.279999,100.519997,123.940002,91.550003,70.779999,88.25,63.720001
22/09/15,133.990005,71.68,25.139999,179.720001,144.429993,93.239998,60.91,97.199997,57.985001,98.980003,122.93,88.199997,70.25,86.709999,63.59
23/09/15,131.669998,70.199997,25.280001,179.410004,143.660004,92.989998,60.639999,97.379997,57.715,99.080002,123.279999,86.959999,70.949997,87.440002,63.720001
24/09/15,129.75,65.800003,25.41,176.910004,144.410004,92.480003,60.220001,97.290001,57.395,98.860001,121.089996,86.82,70.239998,85.75,63.830002
25/09/15,131.009995,64.980003,26.030001,179.830002,145.419998,91,61.470001,97.589996,62.5,99.910004,116.370003,87.300003,70.690002,85.32,63.779999
28/09/15,128.130005,63.790001,25.66,173.020004,142.520004,91.370003,59.98,95.959999,61.07,99.080002,112.699997,86.830002,67.199997,82.629997,63.66
29/09/15,128.75,64.309998,25.639999,171.860001,142.470001,93.040001,59.84,97.480003,59.834999,99.470001,114.220001,87.980003,68.529999,82.059998,63.779999
30/09/15,130.949997,65.360001,26.25,173.759995,144.970001,93.349998,60.970001,98.529999,61.485001,99.529999,116.010002,88.989998,69.660004,83.099998,64.839996
01/10/15,130.610001,64.389999,25.73,176.020004,143.589996,93.169998,61.419998,98.779999,61.915001,98.339996,116.610001,88.360001,69.989998,84.629997,64.269997
02/10/15,132.559998,65.699997,25.76,177.009995,144.580002,93.93,60.810001,99.790001,62.605,100.029999,118.830002,89.769997,70.669998,87.110001,64.980003
05/10/15,134.020004,69.18,26.85,180.699997,149.039993,94.760002,62.02,101.169998,62.134998,101.860001,119.650002,92.260002,72.230003,87.959999,65.870003
06/10/15,134.630005,70.82,27.23,180.320007,148.779999,93.419998,62.049999,101.900002,61.595001,101.07,116.050003,92.550003,72.080002,84.099998,65.68
07/10/15,137.020004,70.379997,27.540001,182.229996,150.089996,94.980003,62.130001,101.769997,61.049999,102.169998,116.43,93.510002,73.220001,84.440002,66.360001
08/10/15,139.039993,71.839996,27.91,181.070007,152.279999,95.080002,62.130001,102.949997,62.455002,103.089996,116.080002,94.330002,73.900002,84.279999,66.879997
09/10/15,139.699997,71.300003,27.91,179.190002,152.389999,95.370003,61.93,102.760002,62.470001,102.940002,119.269997,95.370003,73.980003,85.370003,66.690002
12/10/15,140.679993,70.5,27.959999,180.229996,151.139999,95.989998,61.720001,103.239998,63.215,103.720001,122.510002,95.43,74.989998,86.209999,66.93
13/10/15,140.289993,70.169998,27.85,180.970001,149.619995,95.449997,61.549999,103.379997,62.904999,103.309998,123.989998,94.279999,75,85.139999,66.730003
14/10/15,134.220001,70.709999,27.82,179.509995,150.009995,94.529999,59.990002,102.82,62.919998,102.769997,122.07,92.169998,74.199997,84.029999,60.029999
15/10/15,137.389999,70.830002,28.15,184.960007,150.089996,97.150002,61.889999,103.660004,64.394997,104.959999,120.169998,93.18,75.339996,87.260002,59.330002
16/10/15,137.600006,69.68,28.25,185.179993,150.389999,98.239998,62.43,104.82,65.235001,105.900002,119.980003,93,76,88.139999,58.889999
19/10/15,138.419998,69.269997,28.25,185.740005,149.220001,97.940002,62.220001,104.489998,66.605003,106.32,120.730003,92.050003,76.989998,88.459999,58.849998
20/10/15,138.880005,70.269997,28.5,185.509995,140.639999,97.589996,62.52,103.839996,66.184998,108.949997,120.419998,95.620003,76.279999,88.739998,58.75
21/10/15,141.190002,69.669998,28.280001,179.699997,140.919998,97.629997,62.060001,102.540001,66.235001,110.699997,118.110001,97.970001,75.459999,88.040001,58.639999
22/10/15,146.309998,70.879997,29.01,183.559998,144.089996,99.529999,63.189999,110.870003,66.205002,112.32,113.809998,99.790001,76.419998,88.629997,58.900002
23/10/15,146.699997,71.75,29.35,185.5,144.679993,100.309998,63.869999,112.589996,65.264999,112.279999,115.919998,100.620003,77.07,89.959999,58.299999
26/10/15,146.699997,71.519997,28.950001,187.009995,143.660004,99.940002,63.900002,112.18,65.690002,112.769997,116.529999,100.230003,78.18,89.480003,58.02
27/10/15,148.460007,70.389999,29.049999,186.309998,137.860001,100.190002,63.639999,111.639999,65.410004,113.410004,119.370003,98.879997,77.519997,95.160004,57.48
28/10/15,147.880005,71.970001,29.360001,191.320007,140.830002,100.480003,65.5,112.940002,65.644997,114.260002,119.779999,99.32,78.870003,84.949997,57.639999
29/10/15,147.179993,71.970001,29.139999,189.889999,140.550003,101.370003,65.209999,112.620003,65.559998,114.290001,119.709999,99.050003,78.510002,83.879997,57.959999
30/10/15,148.070007,72.989998,28.85,187.5,140.080002,101.029999,64.25,112.25,65.514999,112.889999,117.779999,98.410004,77.580002,84.68,57.240002
02/11/15,148.399994,74.339996,28.77,189.679993,140.369995,102.169998,65.540001,112.110001,65.595001,113.870003,118.690002,99.389999,75.220001,86.550003,57.610001
03/11/15,148.089996,74.75,28.610001,190.690002,141.880005,101.959999,65.779999,112.080002,65.699997,113.690002,117.660004,100,77.900002,88.230003,58.110001
04/11/15,148.190002,74.550003,28.469999,191.649994,141.630005,101.940002,65.849998,112.400002,65.18,114.080002,114.639999,100.330002,78.349998,87.480003,58.369999
05/11/15,147.970001,74.220001,28.43,192.020004,139.889999,102.330002,66.440002,112.849998,65.93,113.970001,116.230003,100.800003,79.260002,85.949997,58.610001
06/11/15,147.940002,73.839996,28.450001,199.169998,138.25,101.919998,68.459999,113.309998,65.889999,113.099998,114.809998,100.800003,78.75,84.669998,58.779999
09/11/15,145.979996,71.889999,28.18,196.759995,135.309998,100.839996,67.389999,112.93,65.239998,112.830002,114.260002,99.660004,78.040001,83.480003,58.490002
10/11/15,145.149994,72.43,27.98,197.809998,135.470001,101.449997,67.68,113.220001,65,114.050003,115.889999,98.68,79.480003,83.529999,58.68
11/11/15,144.990005,71.910004,27.82,197.389999,135.020004,101.860001,67.349998,113.849998,63.709999,114.379997,114.540001,98.260002,79.18,81.82,57.580002
12/11/15,142.539993,68.660004,27.83,192.770004,133.039993,100.269997,66,112.110001,62.990002,112.309998,112.82,99.220001,78.309998,80.400002,56.950001
13/11/15,142.589996,69.629997,26.209999,190.389999,131.75,99.879997,65.559998,109.970001,60.93,112,111.410004,96.480003,78.110001,79.169998,56.419998
16/11/15,144.419998,70.389999,26.790001,192.160004,133.710007,101.220001,66.510002,111.059998,61.73,112.889999,113.82,97.830002,78.900002,81.839996,57.869999
17/11/15,146.080002,69.389999,26.809999,190.570007,133.820007,101.5,66.129997,110.940002,61.290001,112.739998,114.389999,97.550003,78.830002,82.970001,59.919998
18/11/15,148.279999,70.32,27.120001,193.660004,135.820007,102.669998,67.449997,112.529999,62.889999,114.68,117.25,97.709999,80.459999,84.580002,60.93
19/11/15,149.240005,70.019997,27.370001,193.029999,136.740005,102.489998,67.660004,113.300003,62.889999,115.019997,110.629997,98.300003,80.150002,82.830002,60.700001
20/11/15,149.399994,71.139999,27.57,191.470001,138.5,102.480003,67.540001,113.910004,66.324997,115.830002,112.970001,98.220001,80.190002,81.830002,60.07
23/11/15,148.339996,71.019997,27.43,189.190002,138.460007,102.769997,66.879997,114.470001,66.230003,115.629997,112.160004,98.089996,80.110001,81.910004,60.259998
24/11/15,148.649994,71.400002,27.27,188.669998,138.600006,102.040001,66.779999,114.279999,66.254997,115.440002,113.190002,97.360001,79.790001,82.93,59.919998
25/11/15,147.429993,71.489998,27.24,189.149994,138,101.959999,66.860001,114.400002,67.065002,114.800003,114.410004,97.269997,79.559998,83.400002,60.240002
27/11/15,146.949997,71.220001,27.32,190.470001,138.460007,102.370003,67.169998,114.230003,67.165001,114.849998,114.339996,96.800003,79.839996,84.18,59.889999
30/11/15,145.449997,72.650002,27.25,190.020004,139.419998,101.239998,66.68,114.160004,66.139999,114.57,112.709999,96.050003,79.010002,84.029999,58.84
01/12/15,147.740005,71.559998,27.57,193.070007,141.279999,102.360001,67.610001,114.449997,66.654999,115.68,116.260002,96.699997,79.910004,83.989998,58.990002
02/12/15,146.960007,71.029999,27.440001,190.259995,139.699997,102.050003,66.660004,113.720001,66.324997,114.709999,117.639999,95.25,79.040001,83.309998,58.349998
03/12/15,145.559998,69.639999,26.950001,185.199997,138.919998,100.790001,65.800003,113.389999,64.559998,111.290001,115,94.699997,78.290001,81.940002,59.040001
04/12/15,148.5,69.980003,27.48,189.990005,140.429993,102.949997,67.889999,116.199997,66.165001,114.059998,117.739998,95.730003,80.400002,84.620003,59.66
07/12/15,148.449997,68.360001,27.49,185.490005,139.550003,103.32,67,116.419998,65.800003,113.589996,115.910004,95.910004,79.550003,84.870003,60.5
08/12/15,144.990005,66.540001,27.15,182.919998,138.050003,102.419998,65.959999,116.529999,65.849998,112.370003,115.879997,94.230003,79.07,83.660004,59.610001
09/12/15,144.240005,65.910004,26.73,180.710007,136.610001,102.150002,65.459999,116.580002,64.419998,111.040001,115.050003,94.160004,77.879997,83.339996,59.130001
10/12/15,146.410004,66.379997,26.77,182.110001,136.779999,102.639999,65.610001,117.199997,64.32,110.989998,116.209999,93.870003,78.120003,83.419998,59.560001
11/12/15,144.619995,65.43,26.16,176.559998,134.570007,101.68,64.07,116.080002,63.145,109.760002,115.980003,93.300003,76.110001,81.709999,59.360001
14/12/15,143,66.120003,26.49,176.399994,135.929993,102.150002,64.269997,116.260002,63.93,111.029999,115.849998,93.029999,76.870003,82.559998,60.389999
15/12/15,146.529999,66.75,26.85,182.009995,137.789993,104.129997,66.099998,116.93,64.305,113.18,117.610001,93.260002,78.620003,82.110001,59.639999
16/12/15,148.110001,67.720001,27.24,186.210007,139.289993,105.25,67.529999,117.839996,65.464996,114.540001,118.830002,95.129997,79.860001,84.709999,60.299999
17/12/15,145.559998,64.900002,26.719999,182.610001,136.75,103.639999,66.279999,117.5,65.110001,113.269997,119.220001,93.870003,78.690002,83.339996,58.98
18/12/15,139.580002,65.110001,26.27,175.490005,134.899994,101.949997,64.400002,116.660004,64.260002,110.129997,115.82,92.339996,76.32,82.510002,58.849998
21/12/15,140.899994,65.239998,26.639999,177.75,135.5,101.580002,65.540001,117.690002,64.900002,110.940002,117.410004,93.610001,77.169998,84.889999,59.549999
22/12/15,142.380005,68.410004,26.889999,180.050003,137.929993,102.709999,65.68,117.720001,65.925003,112.480003,117.440002,94.870003,77.379997,86.010002,60.540001
23/12/15,144.059998,69.889999,27.4,182.949997,138.539993,103.489998,66.730003,118.800003,64.355003,113.209999,118.690002,96.300003,78.559998,86.050003,61.09
24/12/15,143.529999,69.379997,27.379999,182.470001,138.25,103.720001,66.599998,118.57,63.18,113.269997,118.339996,96.300003,78.260002,86.459999,60.830002
28/12/15,144.539993,68.580002,27.309999,181.619995,137.610001,103.220001,66.379997,118.75,63.810001,113.480003,118.330002,96.089996,78.529999,85.839996,60.75
29/12/15,147.350006,69.190002,27.77,183.529999,139.779999,104.029999,67.07,120.07,64.260002,115.019997,119.82,97.269997,79.209999,86.82,61.610001
30/12/15,146.410004,68.690002,27.530001,182.009995,139.339996,103.779999,66.589996,119.43,63.25,114.290001,118.919998,96.900002,78.349998,86.389999,61.68
31/12/15,144.589996,67.959999,27.16,180.229996,137.619995,102.720001,66.029999,118.139999,62.5,112.860001,117.639999,96.07,77.550003,85.160004,61.299999
04/01/16,140.5,67.989998,26.41,177.139999,135.949997,100.480003,63.619999,117.580002,61.52,109.970001,116.459999,95.57,75.699997,83.050003,61.459999
05/01/16,141.070007,67.279999,26.290001,174.089996,135.850006,100.900002,63.73,119.199997,62.380001,110.470001,116.68,95.720001,76.269997,80.870003,62.919998
06/01/16,138.830002,66.220001,26.01,169.839996,135.169998,100.389999,62.810001,118.400002,61.490002,109.040001,115.489998,93.120003,75.269997,79.629997,63.549999
07/01/16,133.009995,63.939999,25.41,164.619995,132.860001,99.220001,60.27,115.660004,59.849998,106.440002,112.089996,91.900002,73.790001,81.169998,65.029999
08/01/16,129.990005,63.290001,24.780001,163.940002,131.630005,98.160004,58.919998,115.480003,58.869999,105.989998,110.160004,90.400002,72.879997,81.050003,63.540001
11/01/16,130.210007,61.470001,25.27,165.729996,133.229996,97.57,58.830002,116.690002,59.549999,106.790001,109.580002,90.5,73.919998,81.019997,64.220001
12/01/16,131.919998,61.599998,25.35,165.710007,132.899994,98.239998,58.959999,117.440002,59.939999,107.980003,112.260002,90.5,74.760002,81.82,63.619999
13/01/16,128.119995,60.889999,24.6,158.990005,131.169998,97.019997,57.34,115.120003,58.779999,106.059998,109.230003,88.830002,73.099998,79.93,61.919998
14/01/16,129.199997,62.27,24.66,161.389999,132.910004,98.889999,58.200001,116.620003,58.509998,106.980003,110.760002,89.010002,73.800003,81.870003,63.060001
15/01/16,125.629997,59.869999,23.620001,155.610001,130.029999,97,57.040001,115.18,57.560001,105.099998,109.269997,85.629997,71.830002,79.93,61.93
19/01/16,126.059998,59.029999,23.85,156.820007,128.110001,97.5,57.009998,117.5,58.32,105.760002,112.580002,85.239998,71.389999,80.699997,62.560001
20/01/16,122.139999,58.810001,22.9,153.75,121.860001,95.75,55.509998,115.779999,59.040001,103.650002,114.790001,84.830002,70.68,79.449997,60.84
21/01/16,123.400002,59.689999,22.9,151.649994,122.910004,95.940002,55.25,117.839996,60.560001,102.699997,113.5,85.57,71.559998,78.980003,61.880001
22/01/16,124.610001,60.98,23.370001,156.860001,122.5,96.75,56.950001,118.400002,60.880001,103.139999,114.330002,86.349998,72.699997,80.839996,62.689999
25/01/16,124.010002,57.91,23.17,151.119995,122.080002,96.400002,55.66,119.199997,60.700001,102.080002,113.379997,84.900002,71.739998,78.709999,63.450001
26/01/16,128.009995,59.16,23.719999,154.449997,122.589996,101.18,57.080002,120.43,61.110001,103.25,113.959999,85.650002,71.879997,79.440002,64
27/01/16,116.580002,58.32,23.43,153.720001,120.959999,102.160004,57.040001,120.870003,59.580002,103.309998,112.330002,85.809998,70.910004,78.449997,63.950001
28/01/16,118.010002,61.080002,23.110001,157.059998,122.220001,102.269997,57.279999,122.379997,61.200001,104.470001,111.379997,86.449997,69.330002,77.610001,64.220001
29/01/16,120.129997,62.240002,23.790001,161.559998,124.790001,104.440002,59.5,123.779999,62.009998,107.040001,115.160004,87.690002,74.489998,79.720001,66.360001
01/02/16,121.559998,62.700001,23.48,159.649994,124.830002,104.370003,58.860001,124.610001,63.16,107.010002,115.889999,87.559998,74.379997,80.07,67.5
02/02/16,117.519997,60.669998,22.83,151.699997,122.940002,103.410004,57.029999,123.949997,62.549999,106.029999,113.879997,85.419998,73.400002,78,66.860001
03/02/16,121.870003,63.27,23.1,152.679993,124.720001,104.139999,57.41,121.470001,62.490002,106.889999,112.75,85.959999,74.379997,76.809998,66.269997
04/02/16,123.610001,65.959999,23.540001,156.490005,127.650002,103.900002,58.400002,120.660004,60.169998,107.489998,114.199997,88.120003,73.68,77.190002,66.419998
05/02/16,122.559998,66.120003,22.889999,156.470001,128.570007,100.540001,57.75,115.400002,57.169998,106.290001,111.720001,87.839996,71.540001,75.199997,67
08/02/16,119.470001,64.580002,22.93,149.25,126.980003,102,56.540001,116.050003,55.040001,105.599998,110.019997,86.779999,67.769997,72.910004,66.900002
09/02/16,118.879997,63.93,22.65,148.25,124.07,101.970001,56.200001,117.010002,55.68,105.919998,111.160004,87.239998,68.330002,74.93,65.809998
10/02/16,116.360001,62.139999,22.51,147.229996,120.190002,101.730003,55.52,117.540001,57.41,105.720001,112.739998,86.959999,70.150002,76.010002,65.790001
11/02/16,108.440002,61.41,24.68,140.690002,117.849998,101.699997,53.07,116.730003,56,103.769997,110.620003,84.660004,68.470001,75.529999,65.32
12/02/16,108.629997,63.150002,25.110001,146.130005,121.040001,101.82,57.490002,117.93,56.419998,107.489998,111.82,85.949997,70.419998,77.080002,66.18
16/02/16,112.599998,65.209999,25.84,149.020004,122.739998,102.32,58.349998,119.18,57.790001,107.370003,115.150002,86.480003,71.099998,76.550003,65.900002
17/02/16,116.339996,67.260002,26.459999,150.940002,126.099998,102.5,58.77,118.639999,58.169998,109.18,118.300003,88.120003,72.029999,78.160004,66.110001
18/02/16,117.57,66.120003,26.43,147.729996,132.449997,104.239998,57.810001,117.169998,58.599998,108.849998,117.449997,88.360001,71.239998,76.550003,64.120003
19/02/16,115.160004,65.419998,26.549999,146.910004,133.080002,104.160004,57.82,116.529999,59.310001,108.089996,117.68,88.230003,71.529999,77.57,64.660004
22/02/16,117.389999,67.309998,26.629999,148.789993,133.770004,104.75,58.57,117.669998,60.169998,109.349998,121.269997,92.370003,73.059998,78.800003,65.629997
23/02/16,116.900002,65.779999,26.120001,144.910004,132.399994,104.080002,56.119999,116.900002,60.209999,107.910004,121.150002,91.599998,72.150002,78.730003,66.480003
24/02/16,115.589996,65.879997,26.32,145.559998,132.800003,104.959999,56.139999,117.059998,60.400002,108.480003,120.199997,93.610001,71.849998,79.43,67.120003
25/02/16,116.82,66.470001,26.6,148.25,134.5,106.379997,57.009998,118.370003,62.380001,109.269997,121.199997,98.07,73.269997,79.919998,68.040001
26/02/16,118.160004,66.870003,26.41,150.25,132.029999,105.779999,57.540001,117.059998,62.599998,108.459999,121.330002,97.690002,72.730003,79.57,66.510002
29/02/16,118.18,67.699997,26.18,149.529999,131.029999,105.209999,56.299999,117.190002,61.59,107.519997,119.099998,96.620003,72.389999,78.940002,66.339996
01/03/16,119.959999,69.089996,26.83,154.649994,134.369995,107.220001,59.200001,118.849998,62.919998,110.129997,121.669998,95.050003,74.639999,80.349998,66.459999
02/03/16,119.650002,69.379997,26.9,154.199997,136.300003,107.040001,59.759998,118.480003,62.220001,110.199997,121.269997,95.529999,74.300003,79.459999,66.209999
03/03/16,119.610001,71.75,26.870001,155.330002,137.800003,106.650002,59.959999,116.690002,61.470001,109.800003,121.82,96.110001,73.910004,79.919998,66.139999
04/03/16,121.07,72.839996,26.799999,156.839996,137.800003,106.5,60.049999,117.18,61.259998,110.400002,121.800003,97,73.900002,79.449997,66.779999
07/03/16,122.900002,74.769997,27.139999,155.350006,140.149994,106.739998,59.939999,117.150002,59.25,110.410004,121.760002,96.919998,71.940002,79.150002,67.889999
08/03/16,122.349998,71.730003,27.049999,151.600006,139.070007,106.220001,58.779999,118.419998,59.810001,110.849998,121.660004,96.900002,70.620003,80.389999,68.040001
09/03/16,122.860001,71.870003,27.610001,149.910004,140.410004,106.839996,59.119999,119.639999,58.330002,111.330002,121.099998,96.599998,70.68,81.599998,67.529999
10/03/16,122.940002,71.360001,27.379999,151.020004,140.190002,107.139999,58.610001,119.980003,58.880001,111.529999,122.089996,96.18,70.220001,80.660004,67.410004
11/03/16,124.629997,72.800003,27.860001,153.940002,142.360001,107.709999,59.34,121.550003,60.080002,113.639999,125.099998,96.75,71.629997,81.410004,67.169998
14/03/16,126.339996,72.730003,27.700001,153.490005,142.779999,107.660004,59.119999,122.900002,60.810001,112.82,125.220001,96.830002,71.489998,81.519997,67.360001
15/03/16,126.360001,72.440002,27.66,152.029999,142.960007,107.760002,59.200001,123.43,61.400002,113.919998,124.849998,96.290001,71.910004,81.32,68.089996
16/03/16,127.57,74.339996,27.879999,150.539993,144.789993,107.410004,58.919998,123.519997,61.860001,114.68,124.900002,97.489998,72.370003,82.099998,67.989998
17/03/16,130.699997,75.900002,28.190001,152.910004,147.039993,106.739998,58.75,123.160004,63.18,115.830002,124.529999,98.839996,73.139999,83.300003,67.449997
18/03/16,133.960007,75.470001,28.33,157.600006,147.089996,107.5,60.48,124.080002,62.990002,115.760002,126.720001,99.050003,73.779999,83.940002,66.949997
21/03/16,135.860001,75.889999,28.190001,156.289993,148.630005,107.279999,60.459999,123.809998,64.720001,116.029999,126.739998,99.169998,73.769997,83.550003,67.970001
22/03/16,135.119995,75.550003,28.280001,154.199997,148.100006,107.379997,60.240002,123.82,64.900002,116.059998,128.020004,98.660004,72.959999,82.800003,67.870003
23/03/16,132.860001,73.68,27.83,154.080002,145.399994,108.5,59.939999,124.190002,62.439999,115.889999,129.789993,99.110001,73.910004,82.339996,67.459999
24/03/16,132.119995,75.290001,27.959999,153,147.949997,108.309998,59.48,123.290001,61.650002,115.389999,128.589996,99.059998,74.139999,82.330002,68
28/03/16,131.289993,75.32,27.9,153.839996,148.399994,108.230003,59.400002,123.169998,61.34,116.25,128.919998,98.910004,74.080002,82.790001,68.120003
