Date,BA,CAT,CVX,GS,INTC,JPM,MCD,MSFT,NKE,PFE,UNH,VZ,WBA,XOM,MMM
22/06/15,145.699997,88.269997,100.290001,216.509995,32.259998,68.959999,96.870003,46.23,53.395,34.310001,120.25,47.529999,87.75,85.169998,159.679993
23/06/15,144.429993,88.449997,100.089996,218.399994,32.09,69.75,97.18,45.91,53.599998,34.5,122.739998,47.77,87.089996,85.07,159.839996
24/06/15,143,88.169998,99.269997,214.429993,31.91,69.019997,96.639999,45.639999,53.110001,34.23,119.169998,47.290001,86.150002,84.68,157.539993
25/06/15,142.449997,86.720001,98.339996,212.820007,31.99,68.650002,95.790001,45.650002,52.610001,34.02,122.330002,47.439999,86.360001,83.93,155.919998
26/06/15,142.479996,86.82,98.599998,213.169998,31.02,68.949997,97.290001,45.259998,54.855,33.919998,123.25,47.619999,86.769997,83.860001,157.089996
29/06/15,138.729996,85.300003,96.690002,207.649994,30.389999,67.199997,95.440002,44.369999,53.834999,33.59,121.190002,46.77,84.279999,82.82,153.949997
30/06/15,138.720001,84.82,96.470001,208.789993,30.42,67.760002,95.07,44.150002,54.009998,33.529999,122,46.610001,84.440002,83.199997,154.300003
01/07/15,140.729996,83.949997,96.089996,209.940002,30.18,68.07,95.760002,44.450001,54.715,33.689999,123.379997,47,85.769997,82.370003,155.649994
02/07/15,140.210007,84.379997,95.870003,209.199997,30.559999,67.519997,96.169998,44.400002,54.935001,33.369999,121.809998,47.200001,85.809998,83.139999,155.380005
06/07/15,140.520004,83.150002,94.769997,208.039993,30.040001,67.330002,95.650002,44.389999,54.919998,33.25,122.160004,47.040001,85.389999,82.529999,155.080002
07/07/15,143.149994,83.989998,95.269997,208.210007,29.9,66.800003,96.68,44.299999,55.645,33.73,120.699997,47.25,87.25,82.870003,155.429993
08/07/15,141.919998,82.269997,93.559998,204.059998,29.5,65.43,95.839996,44.240002,54.634998,33.450001,118.779999,46.580002,85.910004,81.970001,152.710007
09/07/15,142.800003,81.690002,93.779999,204.809998,28.93,66.110001,96.489998,44.52,54.720001,33.860001,119.339996,46.259998,89.550003,81.599998,153.75
10/07/15,144.479996,82.150002,94.410004,207.190002,29.17,67.050003,97.650002,44.610001,55.259998,34.360001,122.150002,47,93.110001,82.220001,154.949997
13/07/15,146.619995,83.639999,94.599998,210.119995,29.73,68.089996,98.43,45.540001,56.205002,34.82,122.449997,47.200001,94.480003,82.419998,156.470001
14/07/15,147.75,84.459999,95.550003,212.160004,29.65,69.040001,98.779999,45.619999,56.169998,35.080002,125,47.41,94.330002,83.110001,156.779999
15/07/15,146.889999,84.160004,94.239998,212.960007,29.690001,69.190002,99.07,45.759998,55.950001,34.98,125.860001,47.330002,93.949997,82.760002,156
16/07/15,148.490005,83.760002,94.480003,211.179993,29.9,69.559998,97.860001,46.66,56.169998,35.099998,124.93,47.830002,96.089996,82.910004,157.169998
17/07/15,146.839996,83.160004,93.150002,212.460007,29.469999,69.209999,97.5,46.619999,56.400002,35.07,123.849998,47.59,95.75,82.610001,156.690002
20/07/15,146.720001,82.25,92.940002,212.389999,29.1,69.260002,97.489998,46.919998,56.564999,35.240002,122.650002,48.099998,95.650002,81.760002,157.119995
21/07/15,145,82.220001,93.900002,211.5,28.719999,69.099998,97.32,47.279999,56.494999,35.139999,120.860001,46.970001,95.660004,81.660004,155.759995
22/07/15,146.470001,79.760002,93.510002,213.25,28.610001,70.080002,97.580002,45.540001,57.044998,34.880001,120.610001,46.450001,96.639999,81.790001,155.410004
23/07/15,146.110001,76.879997,92.940002,211.050003,28.6,69.639999,97.089996,46.110001,57,34.779999,119.330002,46.349998,95.480003,81.139999,149.5
24/07/15,144.059998,76.099998,90.599998,207.350006,28.059999,68.910004,96.099998,45.939999,56.494999,34.259998,117.940002,46.040001,95.110001,79.940002,149.330002
27/07/15,141.029999,75.32,89.139999,205.020004,28.35,68.010002,96.040001,45.349998,55.865002,34.34,117.879997,45.830002,94.379997,79.260002,148.710007
28/07/15,141.809998,77.779999,92.400002,206.240005,28.959999,68.050003,97.330002,45.34,56.735001,35.349998,121.519997,45.889999,96.220001,82.480003,151.110001
29/07/15,144.139999,77.330002,93.25,206.839996,29.01,68.940002,98.209999,46.290001,57.459999,35.759998,121.519997,46.560001,96.580002,83.139999,151.449997
30/07/15,143.009995,78.349998,93.029999,207.199997,28.91,69.040001,99.169998,46.880001,57.505001,35.73,120.559998,46.669998,96.540001,83.010002,151.570007
31/07/15,144.169998,78.629997,88.480003,205.070007,28.950001,68.529999,99.860001,46.700001,57.610001,36.060001,121.400002,46.790001,96.629997,79.209999,151.339996
03/08/15,143.690002,77.260002,85.599998,204.690002,29.049999,68.529999,99.419998,46.810001,57.415001,36.150002,120.889999,46.970001,95.910004,78.059998,150.119995
04/08/15,143.539993,76.599998,85.209999,205.169998,29.129999,68.459999,99.139999,47.540001,57.884998,36.110001,120.839996,46.669998,95.669998,77.169998,150.399994
05/08/15,144.949997,76.879997,84.029999,205.699997,29.120001,68.730003,99.800003,47.580002,58.375,35.82,123.919998,46.639999,96.68,77.169998,151.009995
06/08/15,143.820007,77.459999,85.190002,205.089996,29.01,68.25,99.349998,46.619999,57.560001,35.169998,122.040001,46.630001,93.730003,78.089996,149.259995
07/08/15,142.419998,77.290001,83.75,203.440002,28.879999,68.050003,98.919998,46.740002,57.255001,35.189999,121.82,46.360001,93.279999,76.830002,148.889999
10/08/15,145.860001,80.160004,85.889999,205.970001,29.639999,68.889999,99.389999,47.330002,57.68,35.360001,122.480003,47.23,93.949997,78.75,151.240005
11/08/15,144.050003,78.040001,85.779999,201.699997,28.969999,68.230003,98.809998,46.41,57.23,35.119999,122.260002,47.599998,92.949997,77.489998,148.479996
12/08/15,142.429993,78.919998,86.790001,201.130005,29.459999,67.239998,98.279999,46.740002,56.529999,35.369999,121.199997,47.849998,93.360001,78.790001,148.520004
13/08/15,144.809998,77.760002,85.849998,200.740005,28.870001,67.550003,99.370003,46.73,56.799999,35.360001,120.519997,47.66,92.540001,78.650002,147.399994
14/08/15,145.089996,78.489998,85.989998,202.020004,29.02,67.889999,99.269997,47,57.18,35.32,121.019997,47.490002,92.099998,78.360001,148.279999
17/08/15,144.440002,78.540001,83.230003,202.570007,29.08,68.07,100.660004,47.32,57.490002,35.5,123.82,47.52,92.699997,78.769997,149.240005
18/08/15,144.600006,78.82,83.440002,201.179993,28.91,68.209999,100.760002,47.27,57.41,35.52,125.5,47.459999,91.940002,77.900002,148.309998
19/08/15,142.720001,77.410004,80.910004,200.949997,28.360001,67.599998,101.099998,46.610001,57.48,35.27,123.220001,47.439999,91.410004,76.230003,145.869995
20/08/15,137.020004,76.410004,79.239998,196.75,27.530001,65.940002,99.760002,45.66,56.150002,34.549999,119.790001,46.880001,89.769997,74.57,143.350006
21/08/15,131.710007,75,75.760002,187.740005,26.559999,63.599998,97.129997,43.07,53.435001,33.540001,116.279999,46.099998,85.610001,72.129997,142.089996
24/08/15,127.190002,72.82,72.120003,179.460007,26.25,60.25,92.870003,41.68,51.935001,32.130001,110.43,44.740002,82.269997,68.720001,138.580002
25/08/15,125.489998,72.059998,70.019997,178.220001,25.870001,59.91,91.209999,40.470001,51.764999,31.34,109.980003,43.5,81,68.709999,137.639999
26/08/15,129.339996,73.870003,73.089996,184.399994,27.299999,62.91,95.150002,42.709999,54.380001,32.43,113.459999,45.16,85.410004,72.5,142.720001
27/08/15,131.869995,75.660004,77.639999,189.210007,27.719999,64.480003,97.330002,43.900002,56.310001,33.259998,117.769997,46.189999,87.849998,74.849998,143.899994
28/08/15,133.240005,75.949997,80.43,187.75,28.42,64.129997,96.25,43.93,56.25,32.66,117.279999,46.07,87.419998,75.07,144.210007
31/08/15,130.679993,76.440002,80.989998,188.600006,28.540001,64.099998,95.019997,43.52,55.875,32.220001,115.699997,46.009998,86.550003,75.239998,142.139999
01/09/15,127.440002,74.900002,78.190002,182.119995,27.82,61.450001,93.470001,41.82,54.314999,31.360001,112.629997,44.900002,86.040001,72.080002,138.5
02/09/15,130.630005,76.099998,78.059998,184.509995,28.6,62.57,96.040001,43.360001,55.349998,31.969999,114.230003,45.349998,87.830002,73.230003,141.240005
03/09/15,131.020004,74.449997,78.260002,185.059998,29.08,62.68,96.010002,43.5,55.424999,31.889999,113.989998,45.720001,88.260002,73.790001,141.740005
04/09/15,129.759995,73.099998,76.669998,180.380005,28.52,61.5,94.849998,42.610001,54.845001,31.370001,112.360001,44.82,87.43,72.459999,139.839996
08/09/15,133.820007,74.300003,76.839996,185.880005,29.5,63.16,96.779999,43.889999,55.875,32.529999,116.089996,45.880001,90.089996,73.5,143.429993
09/09/15,132.649994,72.959999,74.919998,185.679993,29.24,62.18,95.43,43.07,54.93,31.959999,115.080002,45.389999,88.940002,72,140.860001
10/09/15,133.550003,72.419998,75.660004,185.910004,29.27,62.66,95.25,43.290001,55.189999,32.619999,116.769997,45.459999,89.379997,72.519997,140.779999
11/09/15,134.669998,72.629997,75.790001,185.270004,29.469999,62.560001,97.410004,43.48,55.91,32.970001,118.699997,45.73,90.400002,72.690002,141.259995
14/09/15,134.429993,72.769997,75.769997,183.940002,29.389999,62.380001,96.970001,43.040001,55.945,32.709999,117.800003,45.650002,90.169998,72.489998,140.809998
15/09/15,136.300003,74.580002,77.169998,187.449997,29.73,63.580002,98.190002,43.98,56.919998,33.169998,120.029999,46.369999,90.919998,72.860001,143.600006
16/09/15,137.199997,75.639999,79.019997,188.639999,29.77,64.139999,98.690002,44.299999,57.790001,33.18,121.150002,46.189999,90.910004,74.300003,144.199997
17/09/15,137.449997,74.059998,79.410004,186.449997,29.709999,62.650002,97.839996,44.25,57.634998,33.48,123.260002,45.23,89.68,74.459999,142.949997
18/09/15,136.089996,71.860001,77.739998,180.940002,29.02,60.939999,97.050003,43.48,57.525002,32.849998,122.470001,44.57,86.489998,72.68,139.619995
21/09/15,136.020004,72.160004,78.089996,183.350006,29.16,61.450001,97.900002,44.110001,58.279999,32.419998,123.940002,44.799999,88.25,73.389999,140.039993
22/09/15,133.990005,71.68,77.25,179.720001,28.67,60.91,97.199997,43.900002,57.985001,32.259998,122.93,44.43,86.709999,72.739998,138.020004
23/09/15,131.669998,70.199997,76.120003,179.410004,28.74,60.639999,97.379997,43.869999,57.715,32.619999,123.279999,43.98,87.440002,72.300003,137.660004
24/09/15,129.75,65.800003,76.889999,176.910004,28.48,60.220001,97.290001,43.91,57.395,32.700001,121.089996,44.09,85.75,72.730003,137.580002
25/09/15,131.009995,64.980003,77.699997,179.830002,28.809999,61.470001,97.589996,43.939999,62.5,31.889999,116.370003,44.220001,85.32,73.230003,139.559998
28/09/15,128.130005,63.790001,75.769997,173.020004,28.76,59.98,95.959999,43.290001,61.07,30.82,112.699997,43.740002,82.629997,72.599998,138.380005
29/09/15,128.75,64.309998,76.25,171.860001,29.24,59.84,97.480003,43.439999,59.834999,31.02,114.220001,43.529999,82.059998,72.970001,141.550003
30/09/15,130.949997,65.360001,78.879997,173.759995,30.139999,60.970001,98.529999,44.259998,61.485001,31.41,116.010002,43.509998,83.099998,74.349998,141.770004
01/10/15,130.610001,64.389999,78.339996,176.020004,30,61.419998,98.779999,44.610001,61.915001,31.84,116.610001,42.959999,84.629997,74.059998,140.800003
02/10/15,132.559998,65.699997,81.550003,177.009995,30.51,60.810001,99.790001,45.57,62.605,33.080002,118.830002,42.84,87.110001,75.879997,143.199997
05/10/15,134.020004,69.18,84.029999,180.699997,31.209999,62.02,101.169998,46.630001,62.134998,33.48,119.650002,44,87.959999,76.809998,146.320007
06/10/15,134.630005,70.82,86.989998,180.320007,31.74,62.049999,101.900002,46.75,61.595001,32.790001,116.050003,44.060001,84.099998,77.889999,145.789993
07/10/15,137.020004,70.379997,88.120003,182.229996,32.32,62.130001,101.769997,46.799999,61.049999,33.290001,116.43,43.849998,84.440002,79.199997,147.539993
08/10/15,139.039993,71.839996,89.910004,181.070007,32.52,62.130001,102.949997,47.450001,62.455002,33.09,116.080002,44.23,84.279999,80.029999,149.479996
09/10/15,139.699997,71.300003,89.57,179.190002,32.139999,61.93,102.760002,47.110001,62.470001,33.240002,119.269997,44.16,85.370003,79.260002,149.899994
12/10/15,140.679993,70.5,88.739998,180.229996,32.209999,61.720001,103.239998,47,63.215,33.220001,122.510002,44.299999,86.209999,79.300003,150.059998
13/10/15,140.289993,70.169998,88.379997,180.970001,32.040001,61.549999,103.379997,46.889999,62.904999,32.98,123.989998,44.360001,85.139999,79.160004,149.110001
14/10/15,134.220001,70.709999,89.760002,179.509995,32.799999,59.990002,102.82,46.68,62.919998,33.040001,122.07,43.990002,84.029999,80.160004,148.320007
15/10/15,137.389999,70.830002,90.720001,184.960007,32.75,61.889999,103.660004,47.009998,64.394997,34.080002,120.169998,44.669998,87.260002,81.480003,149.190002
16/10/15,137.600006,69.68,91.290001,185.179993,33.040001,62.43,104.82,47.509998,65.235001,34.41,119.980003,44.700001,88.139999,82.480003,148.699997
19/10/15,138.419998,69.269997,90.029999,185.740005,33.59,62.220001,104.489998,47.619999,66.605003,34.5,120.730003,44.700001,88.459999,80.989998,148
20/10/15,138.880005,70.269997,89.989998,185.509995,33.439999,62.52,103.839996,47.77,66.184998,34,120.419998,45.240002,88.739998,80.830002,149.110001
21/10/15,141.190002,69.669998,89.330002,179.699997,33.369999,62.060001,102.540001,47.200001,66.235001,33.459999,118.110001,44.860001,88.040001,80.209999,149.820007
22/10/15,146.309998,70.879997,91.620003,183.559998,34.400002,63.189999,110.870003,48.029999,66.205002,33.330002,113.809998,45.889999,88.629997,82.889999,156
23/10/15,146.699997,71.75,91.239998,185.5,34.900002,63.869999,112.589996,52.869999,65.264999,34.049999,115.919998,46.16,89.959999,82.980003,155.789993
26/10/15,146.699997,71.519997,88.769997,187.009995,34.59,63.900002,112.18,54.25,65.690002,34.16,116.529999,46.360001,89.480003,81.220001,156.539993
27/10/15,148.460007,70.389999,87.699997,186.309998,34.470001,63.639999,111.639999,53.689999,65.410004,34.990002,119.370003,46.169998,95.160004,81.089996,156.729996
28/10/15,147.880005,71.970001,89.790001,191.320007,34.709999,65.5,112.940002,53.98,65.644997,35.450001,119.779999,46.48,84.949997,82.279999,158.080002
29/10/15,147.179993,71.970001,89.889999,189.889999,34.029999,65.209999,112.620003,53.360001,65.559998,34.77,119.709999,46.400002,83.879997,82.230003,157.610001
30/10/15,148.070007,72.989998,90.879997,187.5,33.860001,64.25,112.25,52.639999,65.514999,33.82,117.779999,46.880001,84.68,82.739998,157.210007
02/11/15,148.399994,74.339996,94.959999,189.679993,34.110001,65.540001,112.110001,53.240002,65.595001,35.060001,118.690002,46.779999,86.550003,85.279999,159.919998
03/11/15,148.089996,74.75,98.139999,190.690002,34.310001,65.779999,112.080002,54.150002,65.699997,34.970001,117.660004,46.450001,88.230003,86.849998,158.75
04/11/15,148.190002,74.550003,96.769997,191.649994,34.150002,65.849998,112.400002,54.400002,65.18,34.139999,114.639999,46.139999,87.480003,85.980003,158.910004
05/11/15,147.970001,74.220001,94.550003,192.020004,34,66.440002,112.849998,54.380001,65.93,34.150002,116.230003,46.200001,85.949997,84.809998,158.990005
06/11/15,147.940002,73.839996,94.029999,199.169998,33.84,68.459999,113.309998,54.919998,65.889999,33.93,114.809998,45.779999,84.669998,84.470001,159.259995
09/11/15,145.979996,71.889999,92.32,196.759995,33.349998,67.389999,112.93,54.16,65.239998,33.650002,114.260002,45.299999,83.480003,81.949997,157.470001
10/11/15,145.149994,72.43,93.230003,197.809998,33.209999,67.68,113.220001,53.509998,65,33.790001,115.889999,45.099998,83.529999,82.349998,157.589996
11/11/15,144.990005,71.910004,92.190002,197.389999,32.860001,67.349998,113.849998,53.650002,63.709999,33.740002,114.540001,45.32,81.82,81.620003,159.050003
12/11/15,142.539993,68.660004,89.860001,192.770004,32.400002,66,112.110001,53.32,62.990002,33.389999,112.82,44.830002,80.400002,79.410004,156.300003
13/11/15,142.589996,69.629997,88.68,190.389999,32.110001,65.559998,109.970001,52.84,60.93,33.27,111.410004,44.23,79.169998,78.099998,155.649994
16/11/15,144.419998,70.389999,91.449997,192.160004,32.099998,66.510002,111.059998,53.77,61.73,33.16,113.82,45.040001,81.839996,80.900002,158.210007
17/11/15,146.080002,69.389999,91.029999,190.570007,32.639999,66.129997,110.940002,52.970001,61.290001,32.869999,114.389999,45.080002,82.970001,79.959999,157.029999
18/11/15,148.279999,70.32,92.209999,193.660004,33.16,67.449997,112.529999,53.849998,62.889999,33.310001,117.25,45.380001,84.580002,80.739998,157.389999
19/11/15,149.240005,70.019997,90.830002,193.029999,34.299999,67.660004,113.300003,53.939999,62.889999,32.290001,110.629997,45.759998,82.830002,80.300003,158.380005
20/11/15,149.399994,71.139999,89.010002,191.470001,34.66,67.540001,113.910004,54.189999,66.324997,32.18,112.970001,45.389999,81.830002,79.790001,158.949997
23/11/15,148.339996,71.019997,90.010002,189.190002,34.48,66.879997,114.470001,54.189999,66.230003,31.33,112.160004,44.990002,81.910004,80.279999,158.649994
24/11/15,148.649994,71.400002,91.349998,188.669998,34.360001,66.779999,114.279999,54.25,66.254997,31.969999,113.190002,45.189999,82.93,81.879997,157.75
25/11/15,147.429993,71.489998,90.870003,189.149994,34.450001,66.860001,114.400002,53.689999,67.065002,32.869999,114.410004,44.919998,83.400002,81.25,157.630005
27/11/15,146.949997,71.220001,90.370003,190.470001,34.459999,67.169998,114.230003,53.93,67.165001,32.790001,114.339996,45.23,84.18,81.230003,157.990005
30/11/15,145.449997,72.650002,91.32,190.020004,34.77,66.68,114.160004,54.349998,66.139999,32.77,112.709999,45.450001,84.029999,81.660004,156.580002
01/12/15,147.740005,71.559998,92.480003,193.070007,35.09,67.610001,114.449997,55.220001,66.654999,33.619999,116.260002,45.580002,83.989998,81.889999,156.899994
02/12/15,146.960007,71.029999,90.25,190.259995,34.830002,66.660004,113.720001,55.209999,66.324997,32.900002,117.639999,44.919998,83.309998,79.550003,155.699997
03/12/15,145.559998,69.639999,88.849998,185.199997,34.040001,65.800003,113.389999,54.200001,64.559998,32.389999,115,44.560001,81.940002,78.410004,154.380005
04/12/15,148.5,69.980003,89.709999,189.990005,34.939999,67.889999,116.199997,55.91,66.165001,32.799999,117.739998,45.709999,84.620003,78.860001,158.220001
07/12/15,148.449997,68.360001,87.279999,185.490005,34.990002,67,116.419998,55.810001,65.800003,32.66,115.910004,46.060001,84.870003,76.800003,157.75
08/12/15,144.990005,66.540001,86.440002,182.919998,34.75,65.959999,116.529999,55.790001,65.849998,32.529999,115.879997,45.700001,83.660004,74.629997,156.789993
09/12/15,144.240005,65.910004,87.599998,180.710007,34.810001,65.459999,116.580002,54.98,64.419998,32.290001,115.050003,45.360001,83.339996,75.629997,156.050003
10/12/15,146.410004,66.379997,89.300003,182.110001,34.77,65.610001,117.199997,55.27,64.32,32.360001,116.209999,45.32,83.419998,75.690002,157.520004
11/12/15,144.619995,65.43,86.440002,176.559998,34.27,64.07,116.080002,54.060001,63.145,32.060001,115.980003,44.82,81.709999,74.339996,154.830002
14/12/15,143,66.120003,89.330002,176.399994,34.470001,64.269997,116.260002,55.139999,63.93,32.18,115.849998,45.450001,82.559998,76.029999,157.630005
15/12/15,146.529999,66.75,92.760002,182.009995,35.18,66.099998,116.93,55.200001,64.305,32.259998,117.610001,45.549999,82.110001,79.43,148.130005
16/12/15,148.110001,67.720001,93.440002,186.210007,35.299999,67.529999,117.839996,56.130001,65.464996,32.580002,118.830002,46.509998,84.709999,79.150002,149.949997
17/12/15,145.559998,64.900002,90.540001,182.610001,34.91,66.279999,117.5,55.700001,65.110001,32.330002,119.220001,46.099998,83.339996,77.959999,148.850006
18/12/15,139.580002,65.110001,89.809998,175.490005,33.869999,64.400002,116.660004,54.130001,64.260002,31.99,115.82,45.560001,82.510002,77.279999,146.919998
21/12/15,140.899994,65.239998,89.239998,177.75,34.240002,65.540001,117.690002,54.830002,64.900002,32.459999,117.410004,45.900002,84.889999,77.260002,147.479996
22/12/15,142.380005,68.410004,90.269997,180.050003,34.73,65.68,117.720001,55.349998,65.925003,32.52,117.440002,46.34,86.010002,77.650002,148.970001
23/12/15,144.059998,69.889999,93.809998,182.949997,35,66.730003,118.800003,55.82,64.355003,32.560001,118.690002,46.950001,86.050003,80.190002,151.160004
24/12/15,143.529999,69.379997,92.050003,182.470001,34.98,66.599998,118.57,55.669998,63.18,32.619999,118.339996,46.709999,86.459999,79.330002,151.190002
28/12/15,144.539993,68.580002,90.360001,181.619995,34.93,66.379997,118.75,55.950001,63.810001,32.419998,118.330002,46.75,85.839996,78.739998,151.220001
29/12/15,147.350006,69.190002,91.25,183.529999,35.439999,67.07,120.07,56.549999,64.260002,32.830002,119.82,47.209999,86.82,79.160004,152.889999
30/12/15,146.410004,68.690002,90.089996,182.009995,34.990002,66.589996,119.43,56.310001,63.25,32.75,118.919998,46.77,86.389999,78.110001,151.910004
31/12/15,144.589996,67.959999,89.959999,180.229996,34.450001,66.029999,118.139999,55.48,62.5,32.279999,117.639999,46.220001,85.160004,77.949997,150.639999
04/01/16,140.5,67.989998,88.849998,177.139999,33.990002,63.619999,117.580002,54.799999,61.52,31.950001,116.459999,45.869999,83.050003,77.459999,146.820007
05/01/16,141.070007,67.279999,89.610001,174.089996,33.830002,63.73,119.199997,55.049999,62.380001,32.18,116.68,46.5,80.870003,78.120003,147.460007
06/01/16,138.830002,66.220001,86.07,169.839996,33.080002,62.810001,118.400002,54.049999,61.490002,31.610001,115.489998,45.52,79.629997,77.470001,144.490005
07/01/16,133.009995,63.939999,83.019997,164.619995,31.84,60.27,115.660004,52.169998,59.849998,31.4,112.089996,45.27,81.169998,76.230003,140.970001
08/01/16,129.990005,63.290001,82.129997,163.940002,31.51,58.919998,115.480003,52.330002,58.869999,31,110.160004,44.830002,81.050003,74.690002,140.490005
11/01/16,130.210007,61.470001,80.769997,165.729996,32.060001,58.830002,116.690002,52.299999,59.549999,31.07,109.580002,45.09,81.019997,73.690002,140.460007
12/01/16,131.919998,61.599998,82.150002,165.710007,32.68,58.959999,117.440002,52.779999,59.939999,31,112.260002,44.93,81.82,75.199997,140.860001
13/01/16,128.119995,60.889999,81.330002,158.990005,31.91,57.34,115.120003,51.639999,58.779999,30.370001,109.230003,44.150002,79.93,75.650002,138.720001
14/01/16,129.199997,62.27,85.470001,161.389999,32.740002,58.200001,116.620003,53.110001,58.509998,31.110001,110.760002,44.869999,81.870003,79.120003,141.179993
15/01/16,125.629997,59.869999,83.669998,155.610001,29.76,57.040001,115.18,50.990002,57.560001,30.809999,109.269997,44.43,79.93,77.580002,138.690002
19/01/16,126.059998,59.029999,81.510002,156.820007,29.799999,57.009998,117.5,50.560001,58.32,30.690001,112.580002,44.869999,80.699997,76.400002,138.389999
20/01/16,122.139999,58.810001,78.980003,153.75,29.59,55.509998,115.779999,50.790001,59.040001,30.66,114.790001,44.419998,79.449997,73.18,136.960007
21/01/16,123.400002,59.689999,81.050003,151.649994,29.66,55.25,117.839996,50.48,60.560001,30.58,113.5,45.869999,78.980003,74.099998,137.759995
22/01/16,124.610001,60.98,83.540001,156.860001,29.93,56.950001,118.400002,52.290001,60.880001,30.709999,114.330002,47.040001,80.839996,76.57,139.520004
25/01/16,124.010002,57.91,80.889999,151.119995,29.6,55.66,119.199997,51.790001,60.700001,30.5,113.379997,47.029999,78.709999,73.980003,137.570007
26/01/16,128.009995,59.16,84.120003,154.449997,29.940001,57.080002,120.43,52.169998,61.110001,30.67,113.959999,48.25,79.440002,76.699997,144.779999
27/01/16,116.580002,58.32,83.290001,153.720001,29.809999,57.040001,120.870003,51.220001,59.580002,30.52,112.330002,49.029999,78.449997,75.290001,145.550003
28/01/16,118.010002,61.080002,85.919998,157.059998,29.969999,57.279999,122.379997,52.060001,61.200001,30.200001,111.379997,49.009998,77.610001,76.989998,147.320007
29/01/16,120.129997,62.240002,86.470001,161.559998,31.02,59.5,123.779999,55.09,62.009998,30.49,115.160004,49.970001,79.720001,77.849998,151
01/02/16,121.559998,62.700001,85.290001,159.649994,30.82,58.860001,124.610001,54.709999,63.16,30.17,115.889999,50.759998,80.07,76.290001,148.729996
02/02/16,117.519997,60.669998,81.239998,151.699997,29.799999,57.029999,123.949997,53,62.549999,30.139999,113.879997,49.91,78,74.589996,147.869995
03/02/16,121.870003,63.27,84.620003,152.679993,29.34,57.41,121.470001,52.16,62.490002,29.67,112.75,50.619999,76.809998,78.480003,152.520004
04/02/16,123.610001,65.959999,84.790001,156.490005,29.77,58.400002,120.660004,52,60.169998,29,114.199997,50.43,77.190002,79.830002,153.440002
05/02/16,122.559998,66.120003,82.879997,156.470001,29.040001,57.75,115.400002,50.16,57.169998,29.030001,111.720001,50.970001,75.199997,80.080002,153.470001
08/02/16,119.470001,64.580002,85.989998,149.25,28.82,56.540001,116.050003,49.41,55.040001,28.559999,110.019997,50.740002,72.910004,81.160004,153.899994
09/02/16,118.879997,63.93,82.919998,148.25,28.809999,56.200001,117.010002,49.279999,55.68,29.1,111.160004,50.150002,74.93,80.080002,154.740005
10/02/16,116.360001,62.139999,83.040001,147.229996,28.23,55.52,117.540001,49.709999,57.41,29.49,112.739998,49.98,76.010002,79.349998,152.449997
11/02/16,108.440002,61.41,82.989998,140.690002,28.219999,53.07,116.730003,49.689999,56,29.129999,110.620003,49.389999,75.529999,79.599998,150.669998
12/02/16,108.629997,63.150002,85.43,146.130005,28.639999,57.490002,117.93,50.5,56.419998,29.360001,111.82,50.110001,77.080002,81.029999,153.960007
16/02/16,112.599998,65.209999,84.809998,149.020004,28.780001,58.349998,119.18,51.09,57.790001,29.809999,115.150002,50.240002,76.550003,81.220001,155.529999
17/02/16,116.339996,67.260002,88.309998,150.940002,29.469999,58.77,118.639999,52.419998,58.169998,29.629999,118.300003,50.32,78.160004,82,156.619995
18/02/16,117.57,66.120003,86.730003,147.729996,29.42,57.810001,117.169998,52.189999,58.599998,29.549999,117.449997,50.939999,76.550003,82.449997,156.779999
19/02/16,115.160004,65.419998,86.5,146.910004,28.709999,57.82,116.529999,51.82,59.310001,29.49,117.68,50.860001,77.57,82.5,156.449997
22/02/16,117.389999,67.309998,88.82,148.789993,29.35,58.57,117.669998,52.650002,60.169998,30.049999,121.269997,51.07,78.800003,82.389999,157.699997
23/02/16,116.900002,65.779999,84.910004,144.910004,28.799999,56.119999,116.900002,51.18,60.209999,29.959999,121.150002,50.630001,78.730003,81.230003,156.169998
24/02/16,115.589996,65.879997,85.269997,145.559998,29.190001,56.139999,117.059998,51.360001,60.400002,30.02,120.199997,50.82,79.43,81.519997,157.220001
25/02/16,116.82,66.470001,85.300003,148.25,29.620001,57.009998,118.370003,52.099998,62.380001,30.59,121.199997,51.110001,79.919998,82.010002,158.990005
26/02/16,118.160004,66.870003,84.349998,150.25,29.799999,57.540001,117.059998,51.299999,62.599998,30.23,121.330002,51.02,79.57,81.75,158.270004
29/02/16,118.18,67.699997,83.440002,149.529999,29.59,56.299999,117.190002,50.880001,61.59,29.67,119.099998,50.73,78.940002,80.150002,156.869995
01/03/16,119.959999,69.089996,86.129997,154.649994,30.370001,59.200001,118.849998,52.580002,62.919998,30.040001,121.669998,51.459999,80.349998,81.279999,159.589996
02/03/16,119.650002,69.379997,87.139999,154.199997,30.540001,59.759998,118.480003,52.950001,62.220001,29.98,121.269997,52.119999,79.459999,82.699997,159.410004
03/03/16,119.610001,71.75,87.529999,155.330002,30.58,59.959999,116.690002,52.349998,61.470001,29.889999,121.82,51.889999,79.919998,82.400002,159.380005
04/03/16,121.07,72.839996,87.93,156.839996,30.629999,60.049999,117.18,52.029999,61.259998,29.709999,121.800003,51.810001,79.449997,82.290001,160.070007
07/03/16,122.900002,74.769997,90.669998,155.350006,30.940001,59.939999,117.150002,51.029999,59.25,29.790001,121.760002,52.209999,79.150002,84.459999,160.570007
